item_id,supplier_name,category,region,country,lead_time_days,min_order_value,min_order_qty,payment_terms,quality_score,reliability_score,risk_rating
SUP0508,Supplier_0508,packaging,Central,CN,21.66847308969735,15413,45,Net 30,66.0,66.71757221647943,high
SUP0509,Supplier_0509,packaging,North,US,20.90407398171613,14914,52,Net 45,67.0,64.34583444162665,high
SUP0510,Supplier_0510,metals,East,DE,23.579906495368,10875,40,Net 60,65.0,55.91228721130747,high
SUP0511,Supplier_0511,electronics,Central,IN,36.21944358844878,9650,29,Net 30,99.0,88.96643618360648,low
SUP0512,Supplier_0512,electronics,East,MX,25.768050687673504,19786,26,Net 60,88.0,92.24609174132797,low
SUP0513,Supplier_0513,plastics,East,DE,5.3572854572357205,15897,20,Net 60,92.0,90.20144941444286,low
SUP0514,Supplier_0514,electronics,South,DE,21.573292122231226,40495,10,Net 60,91.0,87.12542215223492,low
SUP0515,Supplier_0515,metals,North,DE,27.131846144825744,25879,12,Net 15,98.0,98.0552865737005,low
SUP0516,Supplier_0516,components,West,IN,27.621606452289168,25487,20,Net 30,59.0,64.16705964395157,high
SUP0517,Supplier_0517,chemicals,Central,BR,14.587160135527203,14636,29,Net 15,94.0,95.17236562967159,low
SUP0518,Supplier_0518,fasteners,East,SG,27.31955556150502,20607,67,Net 15,57.0,52.735642911833715,high
SUP0519,Supplier_0519,chemicals,East,CN,25.421939196409642,26864,23,Net 15,76.0,83.97090421171818,medium
SUP0520,Supplier_0520,components,North,DE,38.58013949575784,32660,49,Net 30,81.0,91.26470576938061,low
SUP0521,Supplier_0521,fasteners,Central,SG,11.999986110011907,20917,52,Net 15,71.0,74.21461825959855,medium
SUP0522,Supplier_0522,packaging,Central,US,13.940795388796598,39875,20,Net 30,61.0,67.32881282373658,high
SUP0523,Supplier_0523,plastics,Central,MX,15.55104761232037,22123,37,Net 60,63.0,71.07273997928976,medium
SUP0524,Supplier_0524,chemicals,South,CN,14.078222799689797,34066,20,Net 60,92.0,99.34564555662934,low
SUP0525,Supplier_0525,components,West,IN,10.879834001891176,16824,61,Net 60,69.0,72.99164465123205,medium
SUP0526,Supplier_0526,chemicals,East,CN,4.0,8128,38,Net 15,68.0,71.88925580598674,medium
SUP0527,Supplier_0527,fasteners,South,BR,14.522404210214926,25529,10,Net 45,96.0,99.37779372675227,low
SUP0528,Supplier_0528,plastics,South,IN,20.954864477599237,32824,27,Net 45,61.0,53.86730511544422,high
SUP0529,Supplier_0529,plastics,South,CN,14.054225235952714,30225,77,Net 15,96.0,100.0,low
SUP0530,Supplier_0530,chemicals,East,SG,33.48304946823288,27783,21,Net 60,96.0,87.1872091876774,low
SUP0531,Supplier_0531,fasteners,North,BR,18.1070065017269,18183,33,Net 30,81.0,75.83510354168715,medium
SUP0532,Supplier_0532,fasteners,West,CN,28.328232441473084,14133,35,Net 60,62.0,70.47317294075256,medium
SUP0533,Supplier_0533,fasteners,East,BR,20.091363301839746,29835,11,Net 15,62.0,67.46143105751229,high
SUP0534,Supplier_0534,fasteners,Central,BR,24.611258479146063,27848,35,Net 45,67.0,76.6680888829581,medium
SUP0535,Supplier_0535,metals,South,MX,20.2339324314685,16179,9,Net 15,80.0,78.2341165060326,medium
SUP0536,Supplier_0536,components,North,DE,28.950277055228504,40545,15,Net 60,61.0,53.51038253170101,high
SUP0537,Supplier_0537,fasteners,South,SG,18.447514801059206,13553,52,Net 45,75.0,73.43715821904277,medium
SUP0538,Supplier_0538,metals,Central,IN,21.968965664710286,15979,31,Net 15,60.0,60.66320343206373,high
SUP0539,Supplier_0539,components,South,BR,20.93066346920035,54178,19,Net 15,79.0,79.51342665621006,medium
SUP0540,Supplier_0540,packaging,West,MX,15.693716334981449,35515,33,Net 30,55.0,62.36892311191856,high
SUP0541,Supplier_0541,chemicals,Central,DE,21.239858551397415,18089,23,Net 15,86.0,83.6517422374776,medium
SUP0542,Supplier_0542,metals,South,CN,35.87508996958145,25798,24,Net 15,57.0,59.28822406671901,high
SUP0543,Supplier_0543,chemicals,West,BR,15.836824463236464,23983,38,Net 60,63.0,56.57392352867506,high
SUP0544,Supplier_0544,electronics,South,US,21.355719142825986,4865,14,Net 60,62.0,64.92706230728479,high
SUP0545,Supplier_0545,plastics,South,SG,28.062231606955542,13378,25,Net 45,92.0,92.02020557620664,low
SUP0546,Supplier_0546,plastics,South,BR,27.122026247554242,21419,19,Net 60,57.0,52.126213301150635,high
SUP0547,Supplier_0547,plastics,West,MX,18.09373134175492,18103,8,Net 45,74.0,72.46710914586346,medium
SUP0548,Supplier_0548,packaging,Central,IN,4.0,25232,12,Net 15,81.0,79.80285764765105,medium
SUP0549,Supplier_0549,chemicals,South,BR,22.13362254918773,40995,73,Net 45,78.0,76.24399165930888,medium
SUP0550,Supplier_0550,fasteners,South,BR,4.0,18456,32,Net 15,85.0,96.51371807473994,low
SUP0551,Supplier_0551,components,Central,US,29.75949784752985,12311,9,Net 60,91.0,90.36010098499878,low
SUP0552,Supplier_0552,electronics,East,SG,19.355790969546085,26335,8,Net 30,72.0,70.4146752838473,medium
SUP0553,Supplier_0553,chemicals,East,SG,25.997392158975913,18404,22,Net 15,92.0,78.36656877553408,medium
SUP0554,Supplier_0554,components,West,MX,10.78311089455159,20214,73,Net 30,69.0,63.1876522121334,high
SUP0555,Supplier_0555,components,North,US,5.579940213599565,18760,21,Net 45,99.0,97.29002274103371,low
SUP0556,Supplier_0556,components,Central,MX,20.086035073129338,75584,61,Net 60,77.0,72.54195760485182,medium
SUP0557,Supplier_0557,metals,South,CN,17.731172480350864,6422,31,Net 45,88.0,96.98109935695568,low
SUP0558,Supplier_0558,packaging,West,IN,14.067673390742675,17790,34,Net 15,94.0,92.92790445992458,low
SUP0559,Supplier_0559,electronics,East,DE,18.67729024586211,21981,9,Net 60,90.0,98.37488762056864,low
SUP0560,Supplier_0560,components,West,BR,40.13948713625808,14333,47,Net 60,93.0,93.4010801213274,low
SUP0561,Supplier_0561,packaging,West,MX,24.676204378952463,36130,19,Net 30,79.0,79.24198093674025,medium
SUP0562,Supplier_0562,metals,North,DE,26.39598884690655,34450,44,Net 45,56.0,55.42282308986874,high
SUP0563,Supplier_0563,electronics,North,MX,24.751495132426847,21455,13,Net 60,77.0,77.02467563553948,medium
SUP0564,Supplier_0564,fasteners,Central,SG,29.835697150817545,18979,27,Net 30,63.0,74.17216751982409,medium
SUP0565,Supplier_0565,fasteners,East,IN,16.47942661679404,20711,31,Net 15,95.0,79.92253027611709,medium
SUP0566,Supplier_0566,components,South,SG,4.0,20792,22,Net 15,65.0,51.989952661148585,high
SUP0567,Supplier_0567,components,North,BR,16.491310935951923,21097,32,Net 45,65.0,61.46938959813526,high
SUP0568,Supplier_0568,fasteners,North,US,24.493885679972013,19862,20,Net 60,66.0,66.0944312325942,high
SUP0569,Supplier_0569,fasteners,Central,US,10.24159683907941,25307,15,Net 45,83.0,87.48567876096608,low
SUP0570,Supplier_0570,fasteners,Central,US,16.589072396085356,33331,75,Net 45,80.0,83.07506678717859,medium
SUP0571,Supplier_0571,components,South,CN,12.465842055981495,11196,51,Net 30,97.0,94.50240156627629,low
SUP0572,Supplier_0572,packaging,South,US,30.016234014745045,12358,14,Net 30,73.0,79.62378400607146,medium
SUP0573,Supplier_0573,fasteners,East,MX,23.99565612325251,8419,36,Net 15,67.0,73.69627012049276,medium
SUP0574,Supplier_0574,fasteners,North,US,23.212324965151673,35472,14,Net 30,57.0,58.19637590326518,high
SUP0575,Supplier_0575,electronics,East,US,22.97281050496777,25277,10,Net 45,55.0,61.257274221164465,high
SUP0576,Supplier_0576,plastics,West,IN,17.702005979582985,29082,50,Net 60,71.0,72.77219421230883,medium
SUP0577,Supplier_0577,chemicals,Central,BR,19.58045026022003,10034,7,Net 60,96.0,92.35036032591125,low
SUP0578,Supplier_0578,electronics,South,MX,8.51852335574146,58789,46,Net 60,78.0,82.53580945350004,medium
SUP0579,Supplier_0579,metals,North,IN,4.0,15758,20,Net 15,95.0,95.7189852967614,low
SUP0580,Supplier_0580,electronics,North,CN,19.200649042760194,24161,21,Net 60,59.0,59.008709003904166,high
SUP0581,Supplier_0581,components,South,BR,20.591922050177153,35239,32,Net 15,59.0,68.57419821923223,high
SUP0582,Supplier_0582,fasteners,West,BR,27.67411654740302,12799,36,Net 45,92.0,76.06933116448944,medium
SUP0583,Supplier_0583,electronics,North,IN,30.57068652865894,16309,13,Net 60,59.0,49.7850528939628,high
SUP0584,Supplier_0584,plastics,West,BR,30.559987879991574,24307,40,Net 60,57.0,49.28404222856659,high
SUP0585,Supplier_0585,plastics,East,MX,10.015811253648977,106044,26,Net 45,73.0,70.63880579080276,medium
SUP0586,Supplier_0586,packaging,West,BR,15.181879720401845,25993,10,Net 30,96.0,94.3450468965208,low
SUP0587,Supplier_0587,plastics,East,CN,21.842674367051035,53289,21,Net 45,86.0,76.2023832894752,medium
SUP0588,Supplier_0588,components,North,DE,38.25523742193742,42749,64,Net 45,59.0,52.59647278997963,high
SUP0589,Supplier_0589,packaging,North,MX,29.840793629711328,26967,79,Net 45,92.0,86.40452908959679,low
SUP0590,Supplier_0590,plastics,East,MX,26.955177295987042,12783,40,Net 30,92.0,100.0,low
SUP0591,Supplier_0591,packaging,East,CN,14.897696355605675,39452,10,Net 30,91.0,100.0,low
SUP0592,Supplier_0592,chemicals,Central,BR,10.934402950759004,9662,34,Net 45,95.0,92.32362878504978,low
SUP0593,Supplier_0593,components,Central,DE,24.311263067065916,53129,44,Net 15,65.0,62.63670861300581,high
SUP0594,Supplier_0594,chemicals,North,BR,9.19470988612512,24587,40,Net 60,99.0,91.53017401827609,low
SUP0595,Supplier_0595,fasteners,South,US,16.09250919215758,5127,42,Net 15,69.0,56.59715231403577,high
SUP0596,Supplier_0596,plastics,South,MX,17.08177640798462,18264,31,Net 60,91.0,90.2402787883446,low
SUP0597,Supplier_0597,plastics,North,CN,30.743296712982463,31560,23,Net 15,81.0,74.51396210891383,medium
SUP0598,Supplier_0598,fasteners,North,SG,15.16242157632258,19334,16,Net 45,90.0,89.44847154419693,low
SUP0599,Supplier_0599,fasteners,North,IN,4.0,32638,6,Net 30,83.0,72.59866198121739,medium
SUP0600,Supplier_0600,packaging,East,CN,22.035557181299747,13800,31,Net 45,83.0,78.04716602098333,medium
SUP0601,Supplier_0601,plastics,North,US,12.40782517516859,10739,27,Net 30,82.0,82.9660761194684,medium
SUP0602,Supplier_0602,packaging,North,MX,18.341048195501976,21177,36,Net 60,90.0,92.38036238559559,low
SUP0603,Supplier_0603,chemicals,North,BR,17.30636239326301,22412,9,Net 15,88.0,90.71356773182309,low
SUP0604,Supplier_0604,fasteners,West,CN,15.810368033457854,18185,38,Net 60,61.0,52.416821602979255,high
SUP0605,Supplier_0605,components,West,BR,24.322724654277632,43261,103,Net 45,92.0,97.55545724588114,low
SUP0606,Supplier_0606,plastics,Central,BR,5.737080973178342,13799,25,Net 60,79.0,73.79862397208797,medium
SUP0607,Supplier_0607,fasteners,North,US,13.863886200365119,26166,23,Net 15,69.0,73.1135764449475,medium
SUP0608,Supplier_0608,fasteners,South,US,23.47230330493905,22865,30,Net 15,78.0,77.93084860198175,medium
SUP0609,Supplier_0609,chemicals,East,IN,13.087321797245053,9356,101,Net 30,98.0,89.05348125599333,low
SUP0610,Supplier_0610,electronics,West,US,5.129546325840225,10662,11,Net 30,93.0,90.94471492022228,low
SUP0611,Supplier_0611,chemicals,North,SG,23.348442746053887,22171,28,Net 60,92.0,94.37486432341449,low
SUP0612,Supplier_0612,fasteners,South,CN,26.984757043532312,65490,14,Net 60,75.0,78.9842749730849,medium
SUP0613,Supplier_0613,fasteners,East,CN,17.64003833885595,30290,16,Net 30,90.0,89.08357866661127,low
SUP0614,Supplier_0614,packaging,North,US,4.0,8526,23,Net 60,72.0,81.95656278890684,medium
SUP0615,Supplier_0615,fasteners,South,MX,23.64775797359053,3980,62,Net 15,85.0,91.54882001141263,low
SUP0616,Supplier_0616,electronics,West,MX,4.720896948642496,32964,86,Net 45,83.0,81.3317482434016,medium
SUP0617,Supplier_0617,plastics,East,SG,20.470394214785326,20891,33,Net 15,66.0,70.87579177889015,medium
SUP0618,Supplier_0618,plastics,East,US,10.900289402062722,41261,18,Net 45,66.0,78.56965765372321,medium
SUP0619,Supplier_0619,packaging,East,DE,8.721285713864278,13569,140,Net 30,57.0,69.74314990508968,high
SUP0620,Supplier_0620,fasteners,Central,BR,14.464719863362479,26705,18,Net 30,61.0,53.018000774653764,high
SUP0621,Supplier_0621,packaging,East,BR,16.53361954858192,35080,16,Net 30,74.0,67.97753477747852,high
SUP0622,Supplier_0622,packaging,East,IN,12.846333996908413,17221,7,Net 30,76.0,85.65197211377003,low
SUP0623,Supplier_0623,plastics,Central,BR,22.709626225721205,17424,65,Net 60,62.0,55.121173169555355,high
SUP0624,Supplier_0624,fasteners,North,MX,14.43144497232933,22334,48,Net 60,73.0,64.40348263360409,high
SUP0625,Supplier_0625,metals,North,CN,25.841526973374577,29687,133,Net 30,82.0,78.8397381504562,medium
SUP0626,Supplier_0626,chemicals,East,DE,20.249385325147834,21853,9,Net 30,65.0,67.7314736115848,high
SUP0627,Supplier_0627,chemicals,South,CN,12.419542347229536,37635,68,Net 45,70.0,69.33442140702788,high
SUP0628,Supplier_0628,metals,South,US,11.072480929341712,17084,25,Net 45,71.0,66.77133646736365,high
SUP0629,Supplier_0629,chemicals,North,CN,4.820029607620491,10608,43,Net 15,77.0,72.61761899879069,medium
SUP0630,Supplier_0630,chemicals,Central,US,20.32586542293458,65338,7,Net 45,71.0,66.3698090813174,high
SUP0631,Supplier_0631,chemicals,West,US,15.163299621989136,15795,68,Net 60,88.0,82.28318741371687,medium
SUP0632,Supplier_0632,chemicals,West,CN,4.0,16112,42,Net 60,69.0,83.8306137022944,medium
SUP0633,Supplier_0633,packaging,North,CN,13.7142810178448,21243,23,Net 45,74.0,75.9338219627061,medium
SUP0634,Supplier_0634,plastics,South,MX,10.791727765960385,22855,38,Net 30,72.0,77.7639338536308,medium
SUP0635,Supplier_0635,chemicals,West,CN,30.605420737365282,17806,14,Net 30,63.0,59.820996457227,high
SUP0636,Supplier_0636,fasteners,East,MX,4.377771104853522,21816,16,Net 45,85.0,83.79128159829068,medium
SUP0637,Supplier_0637,packaging,West,BR,6.46919360212757,21549,17,Net 30,65.0,60.36189912109269,high
SUP0638,Supplier_0638,fasteners,West,DE,26.8797571448456,24249,6,Net 15,68.0,50.76389582302519,high
SUP0639,Supplier_0639,electronics,East,MX,28.854105259711705,6023,44,Net 45,90.0,81.04293970048887,medium
SUP0640,Supplier_0640,metals,West,CN,12.040136490194868,61974,56,Net 15,97.0,85.23097858012744,low
SUP0641,Supplier_0641,packaging,South,SG,12.943313417528714,20312,15,Net 60,85.0,70.37640544331455,medium
SUP0642,Supplier_0642,chemicals,North,US,22.929883172426504,30313,31,Net 30,96.0,88.23016666706233,low
SUP0643,Supplier_0643,packaging,Central,IN,4.0,10322,20,Net 30,93.0,100.0,low
SUP0644,Supplier_0644,metals,North,CN,4.0,16999,30,Net 15,76.0,75.71116490992169,medium
SUP0645,Supplier_0645,packaging,South,IN,15.754132793194305,15217,15,Net 15,89.0,97.38866445508764,low
SUP0646,Supplier_0646,plastics,North,SG,30.39912452903301,49431,13,Net 60,69.0,71.67138674985569,medium
SUP0647,Supplier_0647,fasteners,South,US,14.514159294666083,15959,51,Net 45,75.0,80.08663236714854,medium
SUP0648,Supplier_0648,metals,South,IN,18.807494333881237,33421,23,Net 60,79.0,73.14416953052026,medium
SUP0649,Supplier_0649,chemicals,North,SG,27.070314180512096,15402,101,Net 60,98.0,100.0,low
SUP0650,Supplier_0650,packaging,East,SG,34.85507786622517,17172,25,Net 15,93.0,97.73664252148325,low
SUP0651,Supplier_0651,packaging,Central,MX,13.3852122148135,19243,12,Net 30,77.0,73.251792600481,medium
SUP0652,Supplier_0652,fasteners,North,MX,17.86530621013259,44627,57,Net 60,84.0,87.63701240900508,low
SUP0653,Supplier_0653,chemicals,Central,BR,32.57644177074274,7789,38,Net 30,64.0,67.68022043073641,high
SUP0654,Supplier_0654,plastics,East,US,5.822405798468573,10682,40,Net 45,91.0,87.42790796265446,low
SUP0655,Supplier_0655,components,East,SG,26.220648564430576,7547,56,Net 45,79.0,71.70200519023854,medium
SUP0656,Supplier_0656,chemicals,East,IN,9.853475741109934,12111,15,Net 45,78.0,70.30316584266123,medium
SUP0657,Supplier_0657,fasteners,South,IN,18.819778936825255,14095,22,Net 60,89.0,89.5622860224895,low
SUP0658,Supplier_0658,chemicals,North,IN,16.059047620797806,9063,21,Net 60,83.0,85.12556414713055,low
SUP0659,Supplier_0659,chemicals,East,CN,10.335907194390167,14709,9,Net 45,58.0,52.848582102023556,high
SUP0660,Supplier_0660,plastics,Central,US,10.1351845787338,7272,20,Net 45,67.0,67.17280471861964,high
SUP0661,Supplier_0661,plastics,East,CN,20.211314914030037,12583,62,Net 30,62.0,65.70849073490015,high
SUP0662,Supplier_0662,packaging,East,IN,25.964314625301455,42626,28,Net 15,88.0,92.01823964532446,low
SUP0663,Supplier_0663,metals,West,CN,16.962110374491974,27500,9,Net 45,56.0,66.08722078079617,high
SUP0664,Supplier_0664,electronics,South,SG,18.56090526986573,24418,8,Net 15,64.0,72.30037540928728,medium
SUP0665,Supplier_0665,components,North,IN,22.56939253032838,12688,78,Net 45,81.0,74.49160568708247,medium
SUP0666,Supplier_0666,components,East,US,10.227049815896322,9463,23,Net 30,86.0,96.94331036199715,low
SUP0667,Supplier_0667,components,Central,BR,23.917540067303385,11771,15,Net 60,77.0,73.54865272038785,medium
SUP0668,Supplier_0668,packaging,South,BR,24.554744776477975,21509,20,Net 60,93.0,99.79167328095377,low
SUP0669,Supplier_0669,components,Central,IN,38.829010390003276,35507,8,Net 45,96.0,96.44191306933207,low
SUP0670,Supplier_0670,packaging,Central,MX,14.991166475523341,36181,66,Net 45,60.0,57.321029040029714,high
SUP0671,Supplier_0671,electronics,South,IN,14.335345586654979,31158,18,Net 30,97.0,85.24997041146294,low
SUP0672,Supplier_0672,metals,East,MX,24.151726972589962,14681,63,Net 30,82.0,80.88483068359373,medium
SUP0673,Supplier_0673,metals,West,US,24.552833351297107,22325,25,Net 15,83.0,72.86400897051354,medium
SUP0674,Supplier_0674,chemicals,East,SG,13.719302772986303,18458,66,Net 15,59.0,65.28744503297801,high
SUP0675,Supplier_0675,components,West,US,14.774698584559609,19719,29,Net 45,82.0,91.85915227140511,low
SUP0676,Supplier_0676,chemicals,Central,IN,22.329046705744325,67536,44,Net 60,87.0,81.8200785695715,medium
SUP0677,Supplier_0677,plastics,West,DE,11.379326074122709,8357,40,Net 15,81.0,82.96280982637526,medium
SUP0678,Supplier_0678,metals,Central,US,14.71572809587988,19359,37,Net 30,58.0,53.28495510694816,high
SUP0679,Supplier_0679,plastics,Central,CN,18.716742138947478,42892,31,Net 45,78.0,73.91484925411086,medium
SUP0680,Supplier_0680,packaging,Central,IN,25.967509478578066,9835,20,Net 45,97.0,100.0,low
SUP0681,Supplier_0681,metals,Central,US,13.163211070563673,15458,93,Net 45,87.0,86.74950129801782,low
SUP0682,Supplier_0682,packaging,South,MX,4.0,16465,13,Net 45,61.0,72.30771227255158,medium
SUP0683,Supplier_0683,electronics,North,MX,4.0,19480,24,Net 15,98.0,94.86548888843102,low
SUP0684,Supplier_0684,components,North,MX,7.924695466350933,9156,24,Net 30,98.0,100.0,low
SUP0685,Supplier_0685,plastics,South,IN,7.494658254400502,30558,32,Net 30,62.0,62.633187184225584,high
SUP0686,Supplier_0686,components,West,DE,16.763113931040728,31775,18,Net 15,91.0,96.17255706333752,low
SUP0687,Supplier_0687,components,East,DE,8.48895877121916,29132,30,Net 30,73.0,70.09347522735534,medium
SUP0688,Supplier_0688,metals,East,DE,12.377960321430368,13647,21,Net 30,81.0,80.67786755591472,medium
SUP0689,Supplier_0689,plastics,North,DE,11.807312920143602,23099,8,Net 60,75.0,74.24925728455692,medium
SUP0690,Supplier_0690,electronics,West,CN,14.475937113216052,13430,24,Net 30,90.0,84.56562875350238,medium
SUP0691,Supplier_0691,components,South,CN,28.580034652184978,18344,11,Net 60,99.0,100.0,low
SUP0692,Supplier_0692,fasteners,West,DE,23.29558071544413,71998,7,Net 45,90.0,94.22661853625937,low
SUP0693,Supplier_0693,plastics,North,MX,18.129035322208033,23216,26,Net 45,96.0,99.85810551688618,low
SUP0694,Supplier_0694,components,South,MX,14.311789755353296,11462,34,Net 60,97.0,100.0,low
SUP0695,Supplier_0695,fasteners,North,DE,14.534138747015831,24323,35,Net 60,59.0,68.42074120803598,high
SUP0696,Supplier_0696,components,South,IN,20.621971759615597,10472,36,Net 15,66.0,63.56285951598062,high
SUP0697,Supplier_0697,electronics,Central,CN,22.67335258681832,11390,6,Net 30,87.0,89.42484006982215,low
SUP0698,Supplier_0698,electronics,East,DE,10.739059951195197,12423,9,Net 45,81.0,76.94659551982161,medium
SUP0699,Supplier_0699,components,East,MX,18.291846044913854,17251,97,Net 60,57.0,57.15180955474461,high
SUP0700,Supplier_0700,metals,South,CN,4.0,36876,11,Net 15,59.0,55.10162858072738,high
SUP0701,Supplier_0701,chemicals,South,US,19.693710273364776,30276,37,Net 30,78.0,88.53045700938434,low
SUP0702,Supplier_0702,electronics,West,US,24.097193935669488,29367,15,Net 15,82.0,84.36403797722926,medium
SUP0703,Supplier_0703,plastics,Central,US,15.759450984952997,12035,25,Net 15,62.0,60.582810667321255,high
SUP0704,Supplier_0704,fasteners,West,DE,32.53221596912084,16354,15,Net 60,62.0,69.75852071706645,high
SUP0705,Supplier_0705,fasteners,West,DE,10.950092420511597,25580,36,Net 15,60.0,45.890999836329826,high
SUP0706,Supplier_0706,plastics,East,BR,19.73952332242609,15590,26,Net 60,80.0,66.90833313337562,high
SUP0707,Supplier_0707,plastics,North,MX,17.713402026672355,18899,17,Net 60,55.0,60.17295125892853,high
SUP0708,Supplier_0708,packaging,West,US,17.197618660452733,28078,11,Net 60,80.0,80.39304491276289,medium
SUP0709,Supplier_0709,packaging,Central,MX,17.08542265596202,18181,29,Net 15,76.0,77.62790095169494,medium
SUP0710,Supplier_0710,packaging,East,SG,18.856840240075773,24942,10,Net 15,75.0,66.37842532842943,high
SUP0711,Supplier_0711,components,North,DE,24.783669947709598,52891,33,Net 30,85.0,84.84898087947262,medium
SUP0712,Supplier_0712,metals,West,DE,29.021889890197954,20039,154,Net 45,78.0,91.02281116760872,low
SUP0713,Supplier_0713,packaging,Central,CN,17.98199804396674,42135,63,Net 60,87.0,92.35729752867312,low
SUP0714,Supplier_0714,plastics,South,IN,24.522528577373066,29961,40,Net 30,89.0,90.10309254342828,low
SUP0715,Supplier_0715,packaging,North,MX,12.385864429865741,9828,23,Net 15,96.0,93.14614958431791,low
SUP0716,Supplier_0716,electronics,West,US,24.127643621809863,12013,6,Net 60,90.0,87.43527646284895,low
SUP0717,Supplier_0717,chemicals,South,US,11.904067809384077,13926,9,Net 60,78.0,64.16021372019989,high
SUP0718,Supplier_0718,plastics,West,IN,26.725279488705056,13764,60,Net 45,77.0,78.67466273598754,medium
SUP0719,Supplier_0719,plastics,West,IN,35.68512701914592,20959,14,Net 45,65.0,70.49564020513205,medium
SUP0720,Supplier_0720,fasteners,South,US,17.023328896228865,30885,15,Net 60,81.0,70.758474373391,medium
SUP0721,Supplier_0721,components,North,DE,4.0,43929,21,Net 30,61.0,56.7007902000057,high
SUP0722,Supplier_0722,plastics,East,DE,13.615416534041415,26094,11,Net 15,96.0,88.47647989048275,low
SUP0723,Supplier_0723,plastics,East,US,27.855001074314426,17238,10,Net 45,93.0,86.72521723374304,low
SUP0724,Supplier_0724,chemicals,Central,BR,22.42461429620196,7007,23,Net 30,60.0,60.347630574342354,high
SUP0725,Supplier_0725,chemicals,South,MX,19.991308789400236,22898,13,Net 60,90.0,76.45138599257491,medium
SUP0726,Supplier_0726,fasteners,South,BR,26.069346847638712,22340,14,Net 60,60.0,63.99275784932092,high
SUP0727,Supplier_0727,packaging,Central,CN,21.875627513987375,24357,14,Net 30,87.0,91.90005795456894,low
SUP0728,Supplier_0728,fasteners,West,MX,27.74180149960909,70152,35,Net 30,58.0,56.36783317776007,high
SUP0729,Supplier_0729,electronics,West,DE,25.355389413175885,43578,20,Net 30,76.0,59.87539468510048,high
SUP0730,Supplier_0730,electronics,Central,DE,30.173603621895673,33920,21,Net 45,84.0,77.52327893098447,medium
SUP0731,Supplier_0731,metals,West,US,20.870368671250034,12976,37,Net 45,87.0,95.01386257166753,low
SUP0732,Supplier_0732,metals,Central,SG,25.242075211951637,16611,22,Net 45,73.0,54.94303717526428,high
SUP0733,Supplier_0733,plastics,West,US,15.542983415313717,20906,20,Net 45,96.0,93.74109782074213,low
SUP0734,Supplier_0734,plastics,East,SG,13.188313507527953,14379,34,Net 60,89.0,81.32999493996282,medium
SUP0735,Supplier_0735,packaging,North,BR,31.654141123351785,29005,39,Net 30,64.0,69.22970696030144,high
SUP0736,Supplier_0736,chemicals,West,IN,19.729637410581503,26803,22,Net 15,85.0,80.6117593110675,medium
SUP0737,Supplier_0737,plastics,West,SG,24.439044526899032,12105,25,Net 60,87.0,89.62570113478148,low
SUP0738,Supplier_0738,electronics,Central,DE,18.98992011529112,42542,14,Net 60,70.0,73.67549272459911,medium
SUP0739,Supplier_0739,packaging,West,DE,13.307874792640286,23301,13,Net 45,88.0,99.93546795824513,low
SUP0740,Supplier_0740,metals,East,CN,18.08786314065921,8510,42,Net 30,95.0,93.6808773661101,low
SUP0741,Supplier_0741,electronics,East,IN,29.487952142141715,21413,33,Net 30,91.0,93.44428840254697,low
SUP0742,Supplier_0742,metals,North,BR,22.44192059423539,25710,33,Net 30,89.0,79.34713938567167,medium
SUP0743,Supplier_0743,electronics,North,DE,4.308214722156327,37610,29,Net 15,83.0,90.73768816140934,low
SUP0744,Supplier_0744,packaging,North,CN,16.27804434739076,18295,25,Net 45,67.0,62.05669248753613,high
SUP0745,Supplier_0745,packaging,Central,BR,32.258350341637694,34730,39,Net 30,90.0,86.35509793342965,low
SUP0746,Supplier_0746,plastics,West,IN,16.28962510520035,24414,47,Net 30,71.0,70.85538933348013,medium
SUP0747,Supplier_0747,packaging,South,CN,4.0,10686,46,Net 45,78.0,67.84125175529098,high
SUP0748,Supplier_0748,metals,East,MX,33.14439108338035,10113,22,Net 60,69.0,70.4870051880381,medium
SUP0749,Supplier_0749,electronics,East,DE,23.45914007850234,40839,64,Net 15,69.0,75.28853077401257,medium
SUP0750,Supplier_0750,plastics,South,US,17.439897129497595,42522,28,Net 60,62.0,63.9040698527324,high
SUP0751,Supplier_0751,components,East,IN,15.02865811134345,26307,38,Net 45,98.0,87.67216583283829,low
SUP0752,Supplier_0752,metals,South,MX,26.658815438333882,50143,29,Net 60,61.0,60.19523958685721,high
SUP0753,Supplier_0753,metals,West,BR,13.66413279819046,39384,29,Net 30,58.0,62.82318786936669,high
SUP0754,Supplier_0754,chemicals,West,BR,27.186051396127908,32080,14,Net 60,97.0,84.7930730212216,medium
SUP0755,Supplier_0755,metals,North,IN,22.33756228579405,13343,40,Net 45,79.0,72.01402091018485,medium
SUP0756,Supplier_0756,metals,East,BR,19.9574554038988,57084,179,Net 45,74.0,79.69753342652987,medium
SUP0757,Supplier_0757,packaging,Central,DE,19.164118442684764,29583,18,Net 45,88.0,89.75562032228237,low
SUP0758,Supplier_0758,fasteners,Central,BR,16.600255706286575,17814,25,Net 30,72.0,74.6778152838239,medium
SUP0759,Supplier_0759,plastics,West,MX,26.365120961674126,15251,17,Net 45,60.0,72.08671624955153,medium
SUP0760,Supplier_0760,components,West,IN,11.077257343185327,25367,17,Net 60,87.0,90.04559306029032,low
