item_id,material_id,material_type,spec_grade,unit,supplier_id,category,lead_time_days,min_order_qty,price_per_unit,shelf_life_days,substitute_ids,bom_parent_sku
MATI0374,MAT0374,glass,Premium,kg,SUP1119,sub-assembly,7.348913406102941,27,82.68,1137.1525145445694,"MAT0817,MAT0302,MAT0056",SKU0270
MATI0375,MAT0375,plastic,Grade C,g,SUP1170,pack,26.085028149106016,31,85.82,573.9718302014234,"MAT0333,MAT0376,MAT0122",SKU0456
MATI0376,MAT0376,textile,Grade B,liter,SUP0084,pack,23.413715119291044,14,124.37,281.51166813695806,"MAT0549,MAT0136,MAT1115",SKU0526
MATI0377,MAT0377,glass,Premium,g,SUP0630,raw,27.39090418470296,50,179.53,1087.0151490019184,MAT0053,SKU0774
MATI0378,MAT0378,plastic,Grade B,liter,SUP0437,pack,29.972557577469495,20,62.87,652.4380267293684,"MAT0938,MAT0552,MAT0299",SKU0547
MATI0379,MAT0379,aluminum,Grade C,g,SUP0451,pack,23.67023862569147,16,64.63,760.7528619572113,MAT0613,SKU1188
MATI0380,MAT0380,plastic,Premium,liter,SUP0470,raw,6.342601554094813,8,59.16,882.6364630410038,"MAT1077,MAT0420,MAT0421",SKU0747
MATI0381,MAT0381,electronics,Premium,pcs,SUP0627,sub-assembly,10.639123828957473,6,273.17,194.00365765119042,"MAT0539,MAT0264,MAT0466",SKU0862
MATI0382,MAT0382,electronics,Grade C,g,SUP1156,raw,28.677667940028726,13,57.89,391.28533133061694,MAT0599,SKU0207
MATI0383,MAT0383,glass,Grade B,box,SUP0881,sub-assembly,8.681931295499933,22,21.13,1357.1213582433484,MAT0553,SKU0855
MATI0384,MAT0384,plastic,Grade B,box,SUP1171,sub-assembly,23.259076898828717,73,53.74,887.1617938751162,MAT0032,SKU0194
MATI0385,MAT0385,plastic,Premium,kg,SUP0328,component,15.445311624379755,18,59.54,844.8249723186709,"MAT0109,MAT0772",SKU0211
MATI0386,MAT0386,glass,Grade C,liter,SUP1010,consumable,11.760489970581842,25,10.17,1285.9092306642885,MAT0861,SKU0482
MATI0387,MAT0387,chem_pack,Grade C,meter,SUP0495,raw,2.0,11,58.51,176.81363855255813,MAT0795,SKU0484
MATI0388,MAT0388,aluminum,Grade B,pcs,SUP0459,raw,2.0,20,134.36,690.0743511474963,"MAT0365,MAT0575,MAT0863",SKU0747
MATI0389,MAT0389,textile,Grade C,liter,SUP0064,consumable,11.45574373333368,19,66.12,380.8166397390912,"MAT0824,MAT0325,MAT0654",SKU0943
MATI0390,MAT0390,electronics,Grade A,kg,SUP1068,consumable,16.42137959062547,10,173.62,308.5203106920104,"MAT0110,MAT0646,MAT1039",SKU1099
MATI0391,MAT0391,steel,Grade C,liter,SUP0139,raw,2.0,40,145.63,1060.4389078929173,"MAT0380,MAT1096",SKU0939
MATI0392,MAT0392,textile,Grade A,pcs,SUP0581,pack,19.48084535805892,16,59.89,235.24295795750774,"MAT0088,MAT0319,MAT1101",SKU0680
MATI0393,MAT0393,textile,Grade C,meter,SUP1167,sub-assembly,12.710528343723979,35,25.95,285.8237977137922,"MAT0798,MAT0991",SKU0781
MATI0394,MAT0394,chem_pack,Grade C,liter,SUP0773,component,18.240923711851178,18,111.02,281.336369675579,MAT0119,SKU0975
MATI0395,MAT0395,plastic,Premium,liter,SUP0147,pack,36.94363695882773,14,123.27,744.752867502332,MAT0559,SKU0188
MATI0396,MAT0396,electronics,Grade A,kg,SUP1114,consumable,7.868231518769074,11,63.44,263.66780886387323,"MAT0415,MAT0661,MAT0117",SKU0835
MATI0397,MAT0397,steel,Premium,pcs,SUP0720,consumable,10.938293253791429,14,107.42,774.0449126253683,MAT0347,SKU0314
MATI0398,MAT0398,textile,Premium,kg,SUP0298,component,14.424708549603896,43,137.44,457.36113870405757,"MAT0806,MAT0676,MAT0013",SKU0198
MATI0399,MAT0399,aluminum,Premium,g,SUP0314,sub-assembly,19.897241489720972,10,140.79,1015.566492968813,"MAT0942,MAT0207,MAT0619",SKU0056
MATI0400,MAT0400,textile,Grade B,box,SUP1033,consumable,4.411044589567947,27,108.62,243.86234392951602,"MAT0173,MAT0329,MAT0999",SKU0820
MATI0401,MAT0401,textile,Premium,meter,SUP0710,sub-assembly,20.143508844913768,15,66.47,424.78936146320495,"MAT1044,MAT0682,MAT0858",SKU0890
MATI0402,MAT0402,plastic,Grade A,g,SUP0480,sub-assembly,17.36964148035848,25,36.19,556.7674342519465,"MAT1028,MAT0999",SKU0561
MATI0403,MAT0403,electronics,Grade B,kg,SUP0357,raw,17.946834799730905,20,64.76,288.3444966530848,"MAT0772,MAT0274,MAT0683",SKU0380
MATI0404,MAT0404,glass,Premium,pcs,SUP1046,consumable,20.224737344916253,8,167.12,1079.6698022508413,"MAT0029,MAT0132,MAT0468",SKU-UNKNOWN
MATI0405,MAT0405,aluminum,Grade C,box,SUP0424,raw,13.272415801554942,20,115.24,800.9077172598281,MAT0598,SKU1196
MATI0406,MAT0406,textile,Premium,pcs,SUP0659,sub-assembly,13.54687430537879,66,89.98,302.64942265373134,"MAT0663,MAT0479",SKU1052
MATI0407,MAT0407,glass,Grade C,liter,SUP0093,component,23.570901384192418,21,127.85,1080.534128929913,"MAT0175,MAT0579",SKU0661
MATI0408,MAT0408,glass,Grade C,meter,SUP0297,raw,22.24139743261705,31,46.81,1227.0440318576048,"MAT0863,MAT1037,MAT0353",SKU-UNKNOWN
MATI0409,MAT0409,steel,Grade C,box,SUP0947,component,13.530823914431547,21,45.52,865.5242097661048,MAT0999,SKU1055
MATI0410,MAT0410,chem_pack,Grade C,kg,SUP0919,pack,20.955430726908155,29,35.4,259.23251927635806,MAT0798,SKU0451
MATI0411,MAT0411,plastic,Grade B,liter,SUP1182,raw,15.341097029994028,11,66.91,643.4508089744113,MAT0529,SKU1128
MATI0412,MAT0412,glass,Grade C,box,SUP0139,consumable,3.984959987861335,16,97.48,1382.6508566900889,"MAT0297,MAT0372,MAT0762",SKU0206
MATI0413,MAT0413,aluminum,Grade B,liter,SUP0623,sub-assembly,17.862511658710318,30,179.85,941.8668961391697,MAT0760,SKU0127
MATI0414,MAT0414,steel,Grade A,pcs,SUP0173,component,30.906921318036076,14,193.19,1126.1357720155727,MAT0719,SKU0524
MATI0415,MAT0415,electronics,Grade A,meter,SUP0896,raw,17.365013498345952,34,183.0,283.7034389038769,"MAT0697,MAT1001",SKU1093
MATI0416,MAT0416,steel,Grade C,box,SUP0178,consumable,24.537778859377333,9,161.37,828.174002900108,MAT0823,SKU0659
MATI0417,MAT0417,textile,Grade C,liter,SUP0146,pack,7.118593855351866,18,28.85,223.6959387875853,MAT0054,SKU0375
MATI0418,MAT0418,steel,Grade A,meter,SUP1009,component,20.19810143921797,15,207.08,1108.5265104001137,"MAT0509,MAT1171,MAT0519",SKU0206
MATI0419,MAT0419,plastic,Grade B,pcs,SUP0153,pack,20.877675163499156,88,82.88,779.2556388957228,"MAT0183,MAT0514,MAT0230",SKU0533
MATI0420,MAT0420,chem_pack,Premium,box,SUP1046,sub-assembly,23.50352881207563,14,180.63,317.09411985103225,"MAT1173,MAT0204",SKU1177
MATI0421,MAT0421,glass,Premium,kg,SUP0897,pack,27.014744683016044,23,42.36,1207.4859412440146,MAT0093,SKU0359
MATI0422,MAT0422,plastic,Grade B,meter,SUP0688,pack,15.354961166782942,5,85.93,515.1140559494156,"MAT0088,MAT0318,MAT0355",SKU0519
MATI0423,MAT0423,steel,Grade C,pcs,SUP0174,component,22.432205871487117,9,123.72,912.4269527004845,"MAT0540,MAT0326",SKU0332
MATI0424,MAT0424,electronics,Grade C,g,SUP0336,component,29.56784192880572,21,23.01,259.56626506379735,MAT0975,SKU0437
MATI0425,MAT0425,textile,Grade C,liter,SUP0245,sub-assembly,10.204249619481036,15,83.15,330.05894260181117,"MAT0105,MAT1193,MAT0338",SKU0281
MATI0426,MAT0426,glass,Grade A,liter,SUP0474,consumable,12.55917546965927,15,21.51,1200.808502374564,"MAT0924,MAT0552,MAT0370",SKU0977
MATI0427,MAT0427,electronics,Grade B,kg,SUP0243,raw,20.10388008734726,14,47.86,315.8963932352612,MAT0851,SKU1074
MATI0428,MAT0428,chem_pack,Grade B,box,SUP0221,raw,19.94593353175449,16,105.86,272.5510152609957,MAT0282,SKU0936
MATI0429,MAT0429,textile,Premium,kg,SUP0396,sub-assembly,21.123014852656368,6,257.17,263.1441400055477,"MAT0822,MAT0695",SKU0263
MATI0430,MAT0430,glass,Grade A,pcs,SUP0005,raw,25.755734250148706,17,78.48,1097.723132167091,"MAT0259,MAT0845,MAT0867",SKU0728
MATI0431,MAT0431,textile,Grade C,liter,SUP1090,sub-assembly,24.75727321187265,15,68.4,270.5499908487366,"MAT0547,MAT0760",SKU0805
MATI0432,MAT0432,chem_pack,Grade B,box,SUP1008,component,22.85074638962219,34,64.9,242.66991311609272,"MAT0945,MAT0288,MAT1008",SKU0896
MATI0433,MAT0433,aluminum,Grade B,kg,SUP0324,sub-assembly,26.298122647322256,29,74.77,747.5120608147529,"MAT0966,MAT1009,MAT0719",SKU0380
MATI0434,MAT0434,textile,Grade C,g,SUP0234,consumable,3.9931058916448046,3,49.92,265.1425181761475,"MAT0980,MAT0083",SKU0301
MATI0435,MAT0435,glass,Grade A,kg,SUP1049,pack,23.576127121504136,11,225.27,1364.1883889111082,"MAT0593,MAT1115,MAT1106",SKU0510
MATI0436,MAT0436,aluminum,Grade C,meter,SUP0095,pack,14.09373553292168,53,39.54,734.0041778651016,"MAT0470,MAT0227,MAT0228",SKU0682
MATI0437,MAT0437,aluminum,Grade B,liter,SUP0918,consumable,29.814150743681143,31,56.57,912.9675158187849,"MAT0243,MAT1200,MAT1010",SKU0042
MATI0438,MAT0438,textile,Grade B,g,SUP0159,sub-assembly,28.80474521164939,24,133.59,387.92416978856966,"MAT0970,MAT0422,MAT0770",SKU0974
MATI0439,MAT0439,aluminum,Grade A,g,SUP0091,pack,18.14875043720591,13,87.71,888.34343548882,MAT0974,SKU1087
MATI0440,MAT0440,aluminum,Grade A,box,SUP1112,consumable,21.444550700014062,28,108.85,959.3840272791605,"MAT0966,MAT0648",SKU0664
MATI0441,MAT0441,plastic,Grade A,meter,SUP0659,component,12.153946948621742,7,110.04,743.3423765162213,"MAT0391,MAT0385,MAT0654",SKU1152
MATI0442,MAT0442,aluminum,Grade C,liter,SUP0436,raw,26.672202786091635,12,42.26,1024.8114775691142,MAT0818,SKU0767
MATI0443,MAT0443,plastic,Grade B,liter,SUP0055,component,20.034300875450814,22,20.44,510.1915154351107,"MAT1092,MAT0198",SKU0655
MATI0444,MAT0444,plastic,Grade A,box,SUP0778,pack,19.59730113038259,26,161.56,529.5074086899344,MAT0950,SKU0766
MATI0445,MAT0445,steel,Premium,box,SUP0679,pack,11.045158863522769,20,128.01,977.0592023606573,"MAT0350,MAT0527,MAT1165",SKU0106
MATI0446,MAT0446,plastic,Premium,kg,SUP0038,component,18.56001663289665,23,46.24,659.8638466510348,"MAT1045,MAT0081",SKU0346
MATI0447,MAT0447,textile,Grade C,kg,SUP0856,consumable,11.22318481977323,20,82.28,263.613710398291,"MAT0571,MAT1063,MAT0022",SKU0951
MATI0448,MAT0448,glass,Grade C,liter,SUP0635,consumable,31.67570045832512,15,172.24,1011.6627965012466,"MAT0108,MAT0636",SKU0699
MATI0449,MAT0449,plastic,Grade C,g,SUP1030,raw,38.94560543736121,40,105.52,759.776073016174,"MAT0802,MAT1154",SKU0134
MATI0450,MAT0450,textile,Premium,box,SUP0897,consumable,18.99554527060283,55,346.77,455.94327580969286,"MAT1009,MAT0373,MAT0797",SKU0185
MATI0451,MAT0451,aluminum,Premium,g,SUP0718,sub-assembly,30.28444357494882,17,57.15,690.7705033090157,"MAT1129,MAT0500",SKU0083
MATI0452,MAT0452,chem_pack,Premium,g,SUP0079,component,9.584938323472329,8,184.9,190.15612579745294,MAT1057,SKU0388
MATI0453,MAT0453,steel,Grade B,meter,SUP0251,pack,3.908097098961843,15,103.95,770.0172455402379,"MAT1079,MAT0150,MAT0865",SKU0254
MATI0454,MAT0454,glass,Grade B,pcs,SUP0359,component,11.236982418675998,19,65.28,1397.9697152701015,"MAT0236,MAT0074,MAT0500",SKU0636
MATI0455,MAT0455,electronics,Grade A,kg,SUP1138,raw,23.64587517990676,4,111.4,184.77841271181825,"MAT0728,MAT0415",SKU1155
MATI0456,MAT0456,electronics,Grade C,pcs,SUP0387,component,29.126508176962172,40,13.98,217.85481997132482,"MAT0532,MAT0185,MAT0028",SKU1177
MATI0457,MAT0457,glass,Grade B,pcs,SUP0628,consumable,11.938486488054085,12,193.29,1030.8731863488315,"MAT0279,MAT0204",SKU0054
MATI0458,MAT0458,glass,Grade C,pcs,SUP1065,raw,29.178437928203913,11,19.56,919.3564306185798,MAT0578,SKU0119
MATI0459,MAT0459,chem_pack,Grade C,meter,SUP0039,pack,16.704505135957735,14,141.96,283.24593967934004,MAT0197,SKU1076
MATI0460,MAT0460,glass,Grade C,pcs,SUP0799,pack,19.93154392451524,13,51.93,813.718422218495,MAT0079,SKU0693
MATI0461,MAT0461,steel,Grade A,box,SUP1066,consumable,28.526396031128783,18,99.86,957.4167879255785,"MAT1063,MAT0918,MAT0811",SKU0150
MATI0462,MAT0462,plastic,Grade C,meter,SUP1039,component,11.388398295367404,29,45.61,578.6621073944052,"MAT0128,MAT0556",SKU0822
MATI0463,MAT0463,steel,Grade A,liter,SUP0610,raw,2.0,39,114.61,1015.9796653427366,"MAT0469,MAT0555",SKU0296
MATI0464,MAT0464,chem_pack,Premium,g,SUP0451,pack,18.487988115114987,29,233.83,148.14228371169136,MAT0552,SKU0841
MATI0465,MAT0465,aluminum,Grade A,box,SUP0222,component,16.52425353247026,10,180.03,698.7371638374643,MAT0555,SKU0035
MATI0466,MAT0466,aluminum,Grade B,box,SUP0710,consumable,17.115618367029704,17,77.9,1015.0024129796101,MAT0369,SKU0565
MATI0467,MAT0467,textile,Grade B,meter,SUP1080,component,17.929497059454196,19,33.97,470.013707097977,"MAT0840,MAT1041,MAT0505",SKU1103
MATI0468,MAT0468,plastic,Premium,meter,SUP0622,component,11.772876158508398,21,47.29,644.5376323424592,MAT0901,SKU0200
MATI0469,MAT0469,electronics,Grade A,kg,SUP0793,consumable,22.56889076166645,24,252.93,321.02010254125526,"MAT0592,MAT0176,MAT0103",SKU0742
MATI0470,MAT0470,electronics,Grade C,liter,SUP0332,component,16.534858798922688,19,70.14,342.0926842427074,"MAT0956,MAT0196,MAT1142",SKU1149
MATI0471,MAT0471,glass,Premium,meter,SUP0890,consumable,21.66851852348502,17,53.8,1256.518427506529,"MAT0675,MAT1073,MAT0683",SKU0699
MATI0472,MAT0472,plastic,Premium,g,SUP0507,sub-assembly,15.85366805583537,31,63.76,714.2906390931548,"MAT0678,MAT0115",SKU0831
MATI0473,MAT0473,aluminum,Grade B,pcs,SUP0433,component,18.720522257509884,16,79.42,889.3134165518378,"MAT1015,MAT0090",SKU0479
MATI0474,MAT0474,steel,Grade B,g,SUP0294,consumable,16.148004426955644,32,38.9,1091.7952194750492,MAT0101,SKU0767
MATI0475,MAT0475,chem_pack,Grade A,box,SUP0789,component,4.963311682973123,29,133.1,251.14048371370384,MAT0477,SKU0354
MATI0476,MAT0476,aluminum,Grade B,liter,SUP0020,raw,17.60564921605325,43,178.19,868.9283102387801,"MAT0676,MAT0788",SKU0035
MATI0477,MAT0477,glass,Grade B,pcs,SUP1115,consumable,29.691083320351098,20,65.2,969.8051770240644,"MAT0894,MAT0426",SKU0226
MATI0478,MAT0478,steel,Premium,liter,SUP1162,pack,11.468628880366596,43,41.34,1119.1036448265004,"MAT0751,MAT0155,MAT0594",SKU0725
MATI0479,MAT0479,glass,Premium,meter,SUP1147,component,11.815146010187162,15,167.46,1065.0966890094896,"MAT0879,MAT1150",SKU0316
MATI0480,MAT0480,plastic,Premium,meter,SUP1150,component,17.179154865248197,22,193.68,721.0852186478553,"MAT0203,MAT0637",SKU0931
MATI0481,MAT0481,glass,Grade B,kg,SUP1009,pack,18.230303126304307,28,140.68,1179.4559823877394,"MAT1103,MAT1005,MAT1033",SKU0911
MATI0482,MAT0482,plastic,Grade C,pcs,SUP0990,consumable,4.720849138345037,9,53.45,716.2670055452984,MAT0079,SKU0278
MATI0483,MAT0483,electronics,Grade C,pcs,SUP0508,consumable,30.55065022570114,14,334.36,286.1736943879023,"MAT0567,MAT0087,MAT0312",SKU0040
MATI0484,MAT0484,chem_pack,Grade B,liter,SUP0210,component,15.382688493389985,12,174.22,236.52885421829933,"MAT0852,MAT0941,MAT0403",SKU0306
MATI0485,MAT0485,textile,Grade A,meter,SUP0007,consumable,14.470319452361187,17,509.61,229.98290897505396,MAT0725,SKU0735
MATI0486,MAT0486,electronics,Grade B,box,SUP0025,raw,22.892660531633204,13,252.06,377.34699493637595,"MAT1166,MAT0035",SKU0337
MATI0487,MAT0487,glass,Grade C,liter,SUP0846,consumable,40.35222479063926,19,105.89,848.5250081406318,"MAT0250,MAT0278",SKU0366
MATI0488,MAT0488,steel,Grade A,g,SUP0236,consumable,24.058876583955236,17,70.0,1193.519186112876,MAT0167,SKU0733
MATI0489,MAT0489,plastic,Grade A,kg,SUP0187,raw,15.879501091375896,15,47.99,887.9247364512424,"MAT0649,MAT0333,MAT0064",SKU0149
MATI0490,MAT0490,steel,Grade A,meter,SUP1046,consumable,27.217582352593304,19,109.0,1141.1671364687184,"MAT0629,MAT0744,MAT1092",SKU0256
MATI0491,MAT0491,steel,Premium,meter,SUP0186,pack,18.03283868765958,12,106.37,738.3156989708231,"MAT0943,MAT0814",SKU0781
MATI0492,MAT0492,chem_pack,Premium,pcs,SUP0184,consumable,23.52512866388345,10,115.3,126.22137848774351,MAT0560,SKU0789
MATI0493,MAT0493,glass,Grade A,g,SUP0570,sub-assembly,19.114711777578155,8,78.39,1170.4058412369038,"MAT0385,MAT0829,MAT0864",SKU0563
MATI0494,MAT0494,textile,Grade B,kg,SUP0281,sub-assembly,2.0,6,62.17,249.6248114524548,MAT0141,SKU1196
MATI0495,MAT0495,glass,Premium,kg,SUP0089,raw,21.60744371654134,12,67.76,1364.3593877787457,"MAT0459,MAT0942",SKU0187
MATI0496,MAT0496,textile,Grade B,meter,SUP0830,component,12.30211550128262,25,103.86,397.1619977761783,"MAT0890,MAT0214,MAT0120",SKU0531
MATI0497,MAT0497,plastic,Grade A,box,SUP0621,component,13.205086785549785,16,53.99,843.6273297161817,"MAT1142,MAT0425",SKU1102
MATI0498,MAT0498,textile,Grade C,meter,SUP0573,consumable,25.29875977201509,18,50.27,498.2449670282551,"MAT0099,MAT0570,MAT0888",SKU0881
MATI0499,MAT0499,glass,Grade C,kg,SUP0288,consumable,7.2664020818465165,14,24.9,1362.9853503816275,"MAT0284,MAT0036",SKU1144
MATI0500,MAT0500,aluminum,Grade C,liter,SUP0785,sub-assembly,19.51732812148769,57,65.74,652.5869467850938,"MAT0868,MAT1031,MAT0259",SKU0116
MATI0501,MAT0501,glass,Grade B,box,SUP0678,component,17.797147522682934,20,79.0,1389.5189569669465,MAT0661,SKU0006
MATI0502,MAT0502,aluminum,Premium,kg,SUP0676,consumable,26.64681021132184,12,67.06,635.1343343170576,MAT1093,SKU1027
MATI0503,MAT0503,glass,Grade A,liter,SUP1119,consumable,11.470196563835989,9,88.42,1267.0564963682925,"MAT1127,MAT0597",SKU0154
MATI0504,MAT0504,glass,Grade B,pcs,SUP0687,pack,4.500897533206707,50,66.02,1249.6014920465318,"MAT0683,MAT1050",SKU0930
MATI0505,MAT0505,plastic,Premium,pcs,SUP1111,consumable,12.5390413003806,7,75.46,585.1826918694669,MAT0346,SKU0217
MATI0506,MAT0506,glass,Grade B,meter,SUP1048,consumable,22.30876678652391,11,53.41,1029.3633757100192,"MAT0398,MAT0533,MAT0498",SKU0102
MATI0507,MAT0507,steel,Grade A,pcs,SUP0127,raw,18.78191062595282,11,133.05,1015.3144966981602,"MAT1073,MAT0985,MAT0956",SKU0192
MATI0508,MAT0508,chem_pack,Grade C,meter,SUP0262,component,12.26970003952796,17,83.96,239.43031215970962,MAT0021,SKU1006
MATI0509,MAT0509,textile,Grade C,box,SUP0824,consumable,21.21546079211599,22,91.64,411.16096369511934,MAT0124,SKU0909
MATI0510,MAT0510,steel,Grade C,liter,SUP0168,sub-assembly,7.730067418270159,18,33.24,765.5287513737096,"MAT0313,MAT0611,MAT1127",SKU0052
MATI0511,MAT0511,steel,Grade B,g,SUP0873,raw,45.255224360423334,14,75.08,903.5496496403389,"MAT0637,MAT0053",SKU0427
MATI0512,MAT0512,steel,Premium,box,SUP0486,component,16.57588512970956,7,82.58,1058.6492672374216,MAT0225,SKU0149
MATI0513,MAT0513,aluminum,Grade C,g,SUP0371,pack,29.204744935028565,55,64.2,604.0174825046067,"MAT0131,MAT0115,MAT0824",SKU1074
MATI0514,MAT0514,chem_pack,Grade C,g,SUP0642,consumable,22.870659000648157,21,97.01,276.07514256250306,"MAT0351,MAT0005,MAT0803",SKU0128
MATI0515,MAT0515,electronics,Grade C,liter,SUP0354,component,17.2285172038395,25,40.62,309.80769775575754,MAT0947,SKU0344
MATI0516,MAT0516,chem_pack,Premium,pcs,SUP0589,pack,23.05066436158432,12,227.22,341.9758608766467,MAT1059,SKU0352
MATI0517,MAT0517,glass,Grade C,meter,SUP0915,raw,6.717861407343305,15,188.86,1377.2924071068305,MAT0410,SKU0763
MATI0518,MAT0518,plastic,Premium,g,SUP0648,consumable,20.909082395045864,36,110.22,775.6183893661691,"MAT0538,MAT1120",SKU0534
MATI0519,MAT0519,plastic,Grade B,kg,SUP1181,sub-assembly,20.5080568403024,4,41.6,715.5142552775553,"MAT0373,MAT1182",SKU1107
MATI0520,MAT0520,plastic,Grade A,box,SUP0584,consumable,34.84409006218081,28,71.13,712.236608456186,"MAT0516,MAT1067,MAT1059",SKU1200
MATI0521,MAT0521,chem_pack,Grade C,g,SUP0978,pack,23.51978706830536,15,67.95,226.70299858663697,"MAT0019,MAT0183",SKU0420
MATI0522,MAT0522,textile,Grade B,pcs,SUP0622,pack,16.206876089780142,23,46.91,433.5256979453509,MAT1127,SKU0352
MATI0523,MAT0523,electronics,Premium,meter,SUP1010,pack,18.38412103290532,49,245.61,260.23366708174973,"MAT0770,MAT1158",SKU0210
MATI0524,MAT0524,aluminum,Grade A,box,SUP1119,pack,11.164434323310251,13,34.06,721.0824851888709,"MAT0081,MAT0601",SKU0490
MATI0525,MAT0525,chem_pack,Premium,kg,SUP1056,sub-assembly,28.07326300139709,3,187.47,225.95729752015268,"MAT1107,MAT0278",SKU0978
MATI0526,MAT0526,chem_pack,Premium,meter,SUP0060,consumable,17.63493199627161,9,345.29,199.82216051236196,MAT0884,SKU0959
MATI0527,MAT0527,textile,Premium,pcs,SUP0182,component,16.84396801634977,18,207.62,444.2701577962797,MAT0242,SKU0938
MATI0528,MAT0528,aluminum,Grade B,g,SUP1130,consumable,29.214791749741575,48,155.36,737.5972804787186,MAT0941,SKU0287
MATI0529,MAT0529,textile,Premium,meter,SUP0945,consumable,31.8586127537411,14,66.96,320.61431320056863,MAT1112,SKU0439
MATI0530,MAT0530,steel,Grade C,liter,SUP0705,raw,17.723260196794097,46,148.44,835.0624857583321,MAT0185,SKU0811
MATI0531,MAT0531,aluminum,Grade A,g,SUP0772,sub-assembly,2.0,4,126.73,869.1327438092577,"MAT0841,MAT0860,MAT0656",SKU1168
MATI0532,MAT0532,glass,Grade B,kg,SUP0058,pack,17.380559680358967,13,164.46,983.6702186585977,"MAT1018,MAT1091",SKU0126
MATI0533,MAT0533,chem_pack,Grade C,liter,SUP0612,component,32.77471063141856,33,157.95,270.40387604937064,"MAT1193,MAT0542",SKU0115
MATI0534,MAT0534,electronics,Premium,g,SUP0065,sub-assembly,12.299301526879708,32,192.24,373.5084328564753,"MAT0256,MAT0340,MAT0760",SKU0897
MATI0535,MAT0535,aluminum,Grade B,g,SUP0755,component,26.9886924348746,5,72.54,974.8521757485674,"MAT0113,MAT0007,MAT1005",SKU0870
MATI0536,MAT0536,chem_pack,Grade B,kg,SUP0686,component,12.6717967073855,10,462.74,192.38163733391684,"MAT0258,MAT0729",SKU1043
MATI0537,MAT0537,glass,Grade C,kg,SUP0771,component,31.33173013857491,16,17.73,1139.2901781724331,MAT0930,SKU0500
MATI0538,MAT0538,textile,Grade A,pcs,SUP0827,component,19.28182220966052,12,76.38,314.8005663474342,MAT0768,SKU0082
MATI0539,MAT0539,electronics,Premium,box,SUP1200,pack,5.194736717961558,36,68.5,336.04708943883327,"MAT0593,MAT1181,MAT0744",SKU0175
MATI0540,MAT0540,steel,Grade B,liter,SUP0625,sub-assembly,21.476429228587396,18,90.13,1135.769057172598,"MAT0334,MAT0515,MAT0114",SKU0221
MATI0541,MAT0541,aluminum,Grade C,pcs,SUP0975,consumable,7.32145682480167,7,76.68,1020.1294434068445,"MAT0460,MAT0776,MAT1053",SKU0605
MATI0542,MAT0542,textile,Grade B,meter,SUP0539,consumable,23.942150804629705,23,47.61,466.1680710984089,"MAT0269,MAT0735,MAT0019",SKU0145
MATI0543,MAT0543,glass,Grade B,liter,SUP0896,sub-assembly,14.232786977667168,24,49.8,1041.603209112531,"MAT0536,MAT0148",SKU1120
MATI0544,MAT0544,steel,Grade B,pcs,SUP0333,pack,19.756000544181397,9,38.04,1105.656448926777,"MAT0712,MAT0244",SKU1135
MATI0545,MAT0545,steel,Premium,box,SUP0520,raw,38.305226054505255,10,156.58,888.3229999456833,"MAT0079,MAT1005",SKU1185
MATI0546,MAT0546,aluminum,Grade B,pcs,SUP0728,consumable,27.66225034088016,11,63.51,650.7977355272004,"MAT0509,MAT0223,MAT0399",SKU0647
MATI0547,MAT0547,glass,Premium,meter,SUP1164,pack,28.97215923193217,41,128.19,1153.2521469013932,"MAT0675,MAT0316",SKU0362
MATI0548,MAT0548,plastic,Grade A,kg,SUP1078,consumable,15.728490371501092,17,61.9,738.5909766768935,"MAT1041,MAT0855",SKU0847
MATI0549,MAT0549,chem_pack,Grade B,liter,SUP0323,raw,22.413722283010177,4,129.93,302.6183303806632,"MAT0068,MAT0996,MAT0890",SKU0250
MATI0550,MAT0550,steel,Grade A,pcs,SUP0507,component,13.723816097554062,8,158.51,1120.2334583682834,"MAT0800,MAT0784",SKU0432
MATI0551,MAT0551,glass,Grade B,kg,SUP0094,sub-assembly,31.087495450076275,27,93.3,1337.1484471010003,MAT0088,SKU0544
MATI0552,MAT0552,plastic,Premium,g,SUP0835,pack,25.79161465639753,14,112.9,780.853797552659,"MAT0036,MAT0756",SKU0310
MATI0553,MAT0553,steel,Grade C,box,SUP0084,pack,14.133944369980359,8,58.18,1013.3487735090769,"MAT0685,MAT0806,MAT0928",SKU0676
MATI0554,MAT0554,electronics,Grade A,kg,SUP0021,consumable,18.252781229844103,14,180.56,183.73886607174256,"MAT0578,MAT0166,MAT0730",SKU0104
MATI0555,MAT0555,electronics,Grade C,meter,SUP0890,consumable,7.650704972606401,32,57.5,207.2550996708276,MAT0063,SKU0186
MATI0556,MAT0556,steel,Grade B,liter,SUP0540,consumable,21.545492601491894,67,74.72,770.0153969570988,MAT0409,SKU0489
MATI0557,MAT0557,glass,Grade A,box,SUP0221,component,21.407985297797804,17,104.35,955.4984898708229,MAT0120,SKU1142
MATI0558,MAT0558,glass,Grade A,meter,SUP0915,consumable,19.181382401987122,24,213.17,1335.9447769686703,"MAT0847,MAT0244",SKU1064
MATI0559,MAT0559,steel,Grade B,kg,SUP0933,sub-assembly,15.747767623898843,17,58.2,1063.0318589783487,"MAT0819,MAT0556",SKU0900
MATI0560,MAT0560,aluminum,Grade A,liter,SUP1011,sub-assembly,12.072030594536884,20,59.8,916.6225949604554,"MAT0586,MAT0671,MAT0435",SKU0961
