user_id,item_id,rating,consumption_qty,orders_placed,stockouts,wastage_rate
U0114,MATI0156,4.0,93,32,6,0.0584
U0114,MATI0066,4.0,16,6,6,0.1326
U0114,MATI0015,2.0,8,7,3,0.1452
U0114,MATI0444,4.0,32,5,3,0.0568
U0114,MATI0301,5.0,43,17,2,0.0
U0114,MATI0261,5.0,9,2,2,0.0324
U0114,MATI0848,4.0,38,16,2,0.0226
U0115,MATI0109,4.0,41,10,3,0.1219
U0115,MATI0748,3.0,11,6,2,0.1207
U0115,MATI0183,3.0,3,4,7,0.1844
U0115,MATI1099,5.0,36,26,4,0.0
U0115,MATI0965,4.0,10,7,3,0.0902
U0115,MATI1146,5.0,89,29,3,0.0
U0115,MATI0394,2.0,10,7,3,0.2065
U0115,MATI0695,2.0,20,6,3,0.1896
U0115,MATI0682,5.0,29,8,2,0.0343
U0115,MATI0578,3.0,29,8,6,0.1298
U0116,MATI1012,4.0,38,16,2,0.0103
U0116,MATI0512,5.0,8,2,0,0.0
U0116,MATI0498,3.0,19,7,3,0.1837
U0116,MATI0600,5.0,35,15,5,0.0199
U0116,MATI0985,1.0,10,6,8,0.2815
U0116,MATI0821,5.0,57,25,3,0.0
U0116,MATI0039,3.0,18,12,3,0.1481
U0116,MATI0187,5.0,16,4,4,0.0
U0116,MATI0408,5.0,27,17,6,0.0111
U0116,MATI0195,2.0,6,4,7,0.0713
U0117,MATI0411,5.0,19,8,3,0.0461
U0117,MATI0956,4.0,48,10,4,0.0
U0117,MATI0361,5.0,26,13,0,0.0
U0117,MATI1168,2.0,8,6,6,0.2383
U0117,MATI1107,3.0,25,9,2,0.1659
U0117,MATI0606,5.0,10,12,4,0.0134
U0117,MATI0218,2.0,14,6,7,0.124
U0117,MATI0138,2.0,7,5,8,0.0924
U0117,MATI0242,4.0,8,6,3,0.1195
U0117,MATI0968,4.0,48,13,5,0.1162
U0118,MATI0950,5.0,19,8,4,0.0
U0118,MATI0294,5.0,3,3,5,0.0
U0118,MATI0881,5.0,48,10,1,0.0
U0118,MATI0387,3.0,10,3,5,0.1338
U0118,MATI0351,4.0,25,7,4,0.033
U0118,MATI0892,2.0,13,7,3,0.133
U0118,MATI0894,5.0,54,17,5,0.0065
U0118,MATI0701,3.0,13,9,2,0.1241
U0118,MATI0664,3.0,52,17,3,0.0869
U0118,MATI0770,2.0,13,5,10,0.1791
U0119,MATI0007,5.0,5,2,2,0.0
U0119,MATI0045,5.0,72,27,4,0.0112
U0119,MATI0699,4.0,11,3,1,0.1009
U0119,MATI0884,2.0,27,7,5,0.1699
U0119,MATI0050,3.0,4,3,3,0.1166
U0119,MATI0546,4.0,12,4,1,0.1152
U0119,MATI0094,5.0,33,11,3,0.0
U0119,MATI1192,5.0,11,5,5,0.0092
U0119,MATI0318,2.0,9,2,3,0.096
U0119,MATI0367,5.0,20,9,3,0.0
U0120,MATI1080,3.0,18,7,5,0.0359
U0120,MATI0727,3.0,14,7,7,0.074
U0120,MATI0168,5.0,15,7,3,0.0096
U0120,MATI1146,5.0,64,24,0,0.0
U0120,MATI0648,5.0,15,4,5,0.0
U0120,MATI0055,5.0,10,2,2,0.0
U0120,MATI0525,2.0,3,1,8,0.1579
U0120,MATI0612,4.0,31,13,4,0.0721
U0120,MATI0417,2.0,15,8,9,0.1642
U0120,MATI0522,4.0,21,14,5,0.0831
U0121,MATI0130,3.0,25,12,4,0.1286
U0121,MATI0334,4.0,8,3,5,0.124
U0121,MATI1177,3.0,10,3,5,0.1227
U0121,MATI0939,5.0,10,5,4,0.0
U0121,MATI0592,3.0,4,1,4,0.1044
U0121,MATI0370,2.0,11,7,5,0.2007
U0121,MATI0477,5.0,30,6,4,0.0336
U0121,MATI1095,5.0,11,7,4,0.0
U0121,MATI0168,5.0,12,2,1,0.014
U0121,MATI0971,5.0,9,3,3,0.0028
U0122,MATI0007,5.0,4,2,5,0.0
U0122,MATI0318,3.0,8,5,7,0.0696
U0122,MATI0699,4.0,10,3,2,0.0616
U0122,MATI0288,2.0,11,6,4,0.2072
U0122,MATI0653,5.0,42,9,3,0.0301
U0122,MATI0452,3.0,5,2,1,0.0588
U0122,MATI1162,5.0,28,7,2,0.0
U0122,MATI0023,5.0,18,5,3,0.0037
U0122,MATI0923,5.0,21,13,3,0.0169
U0122,MATI0357,5.0,15,9,1,0.0
U0123,MATI0562,5.0,49,21,4,0.0
U0123,MATI0345,3.0,16,5,4,0.0981
U0123,MATI1181,3.0,19,7,8,0.149
U0123,MATI1188,2.0,25,6,5,0.22
U0123,MATI0111,5.0,17,13,2,0.0
U0123,MATI0167,3.0,16,9,7,0.1557
U0123,MATI0827,5.0,53,27,3,0.0144
U0123,MATI0088,4.0,20,7,2,0.0025
U0123,MATI0785,4.0,14,8,1,0.0387
U0123,MATI0770,2.0,10,9,6,0.179
U0124,MATI0859,5.0,11,6,2,0.0096
U0124,MATI0187,5.0,18,5,2,0.0
U0124,MATI0789,5.0,24,5,4,0.0
U0124,MATI1017,4.0,16,9,5,0.0507
U0124,MATI1057,3.0,27,6,4,0.0892
U0124,MATI0623,5.0,8,7,3,0.0303
U0124,MATI0684,1.0,8,2,6,0.1982
U0124,MATI1168,2.0,8,5,10,0.2372
U0124,MATI1029,2.0,19,4,7,0.202
U0124,MATI0322,5.0,10,7,3,0.0
U0125,MATI0186,5.0,33,19,2,0.0
U0125,MATI0885,4.0,11,4,7,0.0237
U0125,MATI0832,2.0,18,18,5,0.1027
U0125,MATI0430,5.0,21,12,1,0.0
U0125,MATI0085,4.0,19,12,3,0.1063
U0125,MATI1012,4.0,46,15,2,0.0187
U0125,MATI0390,3.0,8,3,6,0.1076
U0125,MATI0710,4.0,27,12,1,0.0143
U0125,MATI0876,5.0,15,7,4,0.0035
U0125,MATI0714,5.0,21,19,4,0.0101
U0126,MATI1118,5.0,23,10,4,0.0379
U0126,MATI0898,3.0,22,7,4,0.11
U0126,MATI0380,5.0,6,3,1,0.0
U0126,MATI0867,3.0,13,6,7,0.2235
U0126,MATI0935,3.0,29,13,3,0.1191
U0126,MATI0997,3.0,19,9,7,0.0595
U0126,MATI0447,2.0,20,6,4,0.1669
U0126,MATI0490,5.0,21,12,2,0.0
U0126,MATI0629,5.0,15,4,5,0.0048
U0126,MATI0017,5.0,67,25,4,0.0
U0127,MATI1023,3.0,28,19,4,0.0918
U0127,MATI0707,3.0,23,11,6,0.1275
U0127,MATI0486,2.0,7,5,4,0.1551
U0127,MATI1055,2.0,12,15,6,0.238
U0127,MATI0426,5.0,23,10,2,0.0
U0127,MATI0741,2.0,21,4,3,0.1729
U0127,MATI0942,4.0,30,10,4,0.0779
U0127,MATI0646,5.0,16,7,1,0.0
U0127,MATI0294,5.0,7,3,4,0.0
U0127,MATI0659,5.0,66,41,3,0.0
U0128,MATI0058,4.0,14,10,5,0.0
U0128,MATI0789,5.0,16,10,5,0.0
U0128,MATI0870,2.0,15,12,3,0.2474
U0128,MATI1041,4.0,15,6,6,0.1231
U0128,MATI0837,5.0,57,31,3,0.0
U0128,MATI0603,5.0,24,16,5,0.0433
U0128,MATI0537,5.0,21,10,3,0.0678
U0128,MATI0144,4.0,18,5,1,0.0443
U0128,MATI0636,4.0,12,7,4,0.0374
U0128,MATI1046,5.0,33,9,1,0.0
U0129,MATI1160,3.0,10,5,4,0.145
U0129,MATI0185,4.0,18,4,2,0.075
U0129,MATI0078,5.0,19,6,3,0.0
U0129,MATI0475,4.0,29,11,2,0.0366
U0129,MATI0664,3.0,54,21,3,0.0941
U0129,MATI0325,1.0,57,19,6,0.2511
U0129,MATI0344,2.0,17,6,7,0.1974
U0129,MATI0132,3.0,19,8,4,0.135
U0129,MATI0629,4.0,7,7,4,0.0281
U0129,MATI0227,3.0,10,11,4,0.1462
U0130,MATI0945,4.0,14,16,3,0.0529
U0130,MATI0134,4.0,40,16,3,0.1069
U0130,MATI0544,5.0,11,3,3,0.0
U0130,MATI0105,3.0,26,6,6,0.1403
U0130,MATI0671,5.0,39,20,3,0.0
U0130,MATI0200,1.0,8,3,5,0.2782
U0130,MATI0793,4.0,9,4,2,0.063
U0130,MATI0872,5.0,14,3,4,0.0
U0130,MATI0431,2.0,17,3,3,0.2437
U0130,MATI0125,3.0,23,13,7,0.0695
U0131,MATI0060,4.0,5,6,3,0.0795
U0131,MATI1021,4.0,18,5,3,0.0405
U0131,MATI0765,4.0,28,7,4,0.0871
U0131,MATI0053,4.0,9,4,3,0.1058
U0131,MATI0656,4.0,22,8,7,0.1064
U0131,MATI0710,4.0,21,12,6,0.0279
U0131,MATI0916,4.0,5,3,3,0.0215
U0131,MATI0611,5.0,19,4,3,0.0
U0131,MATI0194,5.0,31,13,4,0.0
U0131,MATI0730,5.0,15,10,4,0.0258
U0132,MATI0045,4.0,69,36,1,0.0427
U0132,MATI1116,3.0,122,50,7,0.0838
U0132,MATI0125,2.0,19,4,4,0.075
U0132,MATI0135,1.0,10,4,6,0.1997
U0132,MATI1119,2.0,9,8,4,0.2057
U0132,MATI1030,2.0,7,5,3,0.1349
U0132,MATI0410,2.0,23,11,8,0.2187
U0132,MATI0663,4.0,20,13,1,0.0964
U0132,MATI0433,4.0,31,11,1,0.0795
U0132,MATI0777,3.0,12,10,3,0.2155
U0133,MATI0575,1.0,15,6,6,0.3347
U0133,MATI0826,5.0,14,8,3,0.0
U0133,MATI0211,2.0,15,8,5,0.1449
U0133,MATI0861,1.0,7,4,4,0.1664
U0133,MATI0552,5.0,30,9,1,0.0
U0133,MATI0575,1.0,12,6,4,0.3308
U0133,MATI0844,4.0,75,26,1,0.1101
U0133,MATI0324,4.0,5,3,1,0.0781
U0133,MATI0694,5.0,27,23,0,0.0
U0133,MATI0548,5.0,15,8,0,0.0
U0134,MATI0672,4.0,52,15,3,0.0239
U0134,MATI0335,1.0,5,4,4,0.2693
U0134,MATI0620,4.0,16,9,1,0.0826
U0134,MATI1164,5.0,11,5,5,0.0
U0134,MATI0792,4.0,8,3,2,0.0891
U0134,MATI0648,5.0,14,7,4,0.0
U0134,MATI0498,3.0,12,5,3,0.1802
U0134,MATI0132,3.0,31,7,7,0.1256
U0134,MATI0019,4.0,8,2,2,0.099
U0134,MATI0409,5.0,23,12,3,0.0342
U0135,MATI0323,3.0,14,4,5,0.1023
U0135,MATI0829,4.0,11,6,6,0.0515
U0135,MATI0490,5.0,21,9,2,0.0
U0135,MATI0050,4.0,7,11,4,0.097
U0135,MATI0905,5.0,25,10,5,0.0217
U0135,MATI0427,3.0,14,4,2,0.1417
U0135,MATI0456,2.0,32,15,7,0.2803
U0135,MATI0447,3.0,16,7,1,0.1611
U0135,MATI1147,2.0,9,5,4,0.2175
U0135,MATI0954,4.0,8,6,3,0.0
U0136,MATI0339,5.0,21,12,2,0.0
U0136,MATI0038,5.0,38,16,2,0.0
U0136,MATI0855,3.0,16,3,4,0.146
U0136,MATI1067,5.0,59,29,2,0.0
U0136,MATI0766,5.0,59,13,4,0.0
U0136,MATI0265,5.0,14,7,2,0.0
U0136,MATI0624,4.0,33,6,3,0.0985
U0136,MATI0251,4.0,27,12,1,0.1137
U0136,MATI1063,5.0,8,6,3,0.0
U0136,MATI0687,4.0,18,3,3,0.0865
U0137,MATI1042,5.0,9,3,4,0.0
U0137,MATI0787,3.0,9,6,6,0.1399
U0137,MATI0253,5.0,6,4,4,0.0
U0137,MATI0744,5.0,18,8,3,0.0202
U0137,MATI0371,3.0,20,8,3,0.1934
U0137,MATI0416,4.0,6,1,6,0.1134
U0137,MATI0396,4.0,12,6,4,0.057
U0137,MATI0556,4.0,64,27,5,0.0574
U0137,MATI0175,4.0,16,7,2,0.0477
U0137,MATI0245,2.0,13,4,8,0.2302
U0138,MATI1028,2.0,27,11,4,0.1628
U0138,MATI0406,4.0,66,25,0,0.0346
U0138,MATI0640,3.0,16,7,6,0.1333
U0138,MATI0974,4.0,16,6,4,0.0268
U0138,MATI0642,2.0,14,6,7,0.2057
U0138,MATI0206,5.0,19,10,4,0.0
U0138,MATI0041,2.0,9,7,4,0.1403
U0138,MATI0389,4.0,21,9,2,0.1339
U0138,MATI1168,2.0,13,7,5,0.2298
U0138,MATI0303,5.0,9,6,3,0.0423
U0139,MATI0326,4.0,56,24,1,0.0626
U0139,MATI1018,4.0,22,3,4,0.0839
U0139,MATI0116,5.0,20,9,1,0.1159
U0139,MATI0513,3.0,60,20,5,0.1749
U0139,MATI1198,5.0,74,26,2,0.0
U0139,MATI0579,5.0,28,11,2,0.0
U0139,MATI1056,1.0,16,6,5,0.3
U0139,MATI0762,5.0,16,9,2,0.0
U0139,MATI0547,5.0,51,22,5,0.0
U0139,MATI0490,5.0,21,10,5,0.0
U0140,MATI0383,5.0,28,12,1,0.0
U0140,MATI0357,5.0,20,3,2,0.0
U0140,MATI0185,4.0,16,7,0,0.07
U0140,MATI1192,5.0,16,7,5,0.0
U0140,MATI0055,5.0,9,3,3,0.0
U0140,MATI0219,2.0,9,2,7,0.1812
U0140,MATI1151,5.0,42,16,3,0.0961
U0140,MATI0032,5.0,14,9,2,0.0
U0140,MATI0473,5.0,18,3,5,0.009
U0140,MATI1143,4.0,16,17,2,0.0677
U0141,MATI0137,5.0,18,6,3,0.0
U0141,MATI0439,5.0,17,10,4,0.0
U0141,MATI0964,4.0,12,3,3,0.0536
U0141,MATI1057,4.0,37,19,0,0.0745
U0141,MATI0801,4.0,14,11,5,0.0851
U0141,MATI0401,4.0,12,8,2,0.0488
U0141,MATI0303,4.0,10,9,8,0.0538
U0141,MATI0776,5.0,22,7,2,0.0182
U0141,MATI0303,5.0,10,5,1,0.0374
U0141,MATI0142,5.0,18,7,2,0.0
U0142,MATI0719,5.0,25,14,2,0.0
U0142,MATI0851,4.0,22,8,1,0.0708
U0142,MATI0669,5.0,7,1,2,0.0149
U0142,MATI0339,5.0,26,5,2,0.0
U0142,MATI0024,5.0,17,11,2,0.0058
U0142,MATI0294,5.0,8,6,2,0.0
U0142,MATI0115,5.0,12,8,3,0.0001
U0142,MATI1084,5.0,21,8,2,0.0211
U0142,MATI0503,5.0,7,3,2,0.0
U0142,MATI1053,5.0,19,7,1,0.0
U0143,MATI0739,5.0,16,4,4,0.0685
U0143,MATI0085,3.0,12,7,4,0.101
U0143,MATI0195,3.0,4,6,4,0.0625
U0143,MATI0306,5.0,20,7,1,0.0129
U0143,MATI0223,2.0,5,4,4,0.2352
U0143,MATI0748,3.0,14,9,4,0.1305
U0143,MATI0299,2.0,14,6,6,0.121
U0143,MATI0392,3.0,22,5,6,0.1494
U0143,MATI1070,5.0,24,10,4,0.0
U0143,MATI0440,5.0,31,16,1,0.0
U0144,MATI0739,5.0,20,3,3,0.0655
U0144,MATI1069,5.0,23,4,5,0.0128
U0144,MATI0576,5.0,30,11,2,0.0
U0144,MATI0882,3.0,9,6,6,0.1117
U0144,MATI1145,2.0,11,1,10,0.2585
U0144,MATI0798,4.0,29,11,4,0.1207
U0144,MATI0822,4.0,6,5,3,0.0662
U0144,MATI0659,5.0,64,28,1,0.0
U0144,MATI1143,5.0,26,13,3,0.0602
U0144,MATI1199,3.0,20,16,4,0.1555
U0145,MATI0507,5.0,10,4,2,0.0
U0145,MATI0277,5.0,42,18,2,0.0
U0145,MATI0858,5.0,9,3,6,0.0
U0145,MATI1186,4.0,51,31,5,0.12
U0145,MATI0096,5.0,27,16,3,0.0
U0145,MATI0942,5.0,32,16,4,0.0454
U0145,MATI1154,4.0,9,4,4,0.0664
U0145,MATI1034,3.0,43,10,6,0.158
U0145,MATI0281,4.0,11,13,2,0.1073
U0145,MATI0917,4.0,22,8,2,0.0564
U0146,MATI0205,5.0,22,16,2,0.0057
U0146,MATI0666,3.0,17,7,9,0.0704
U0146,MATI1192,5.0,13,7,4,0.0
U0146,MATI0445,5.0,25,6,3,0.0
U0146,MATI0156,4.0,73,26,3,0.0648
U0146,MATI1174,5.0,20,12,2,0.0
U0146,MATI0472,5.0,34,11,1,0.0
U0146,MATI0430,5.0,18,6,3,0.0
U0146,MATI0837,5.0,59,31,5,0.0
U0146,MATI1119,2.0,11,6,5,0.1989
U0147,MATI0751,2.0,8,1,7,0.2241
U0147,MATI0403,2.0,14,7,2,0.1721
U0147,MATI0127,5.0,6,2,1,0.0478
U0147,MATI0921,5.0,23,8,2,0.0
U0147,MATI0852,4.0,24,15,5,0.0377
U0147,MATI0268,3.0,19,6,5,0.0444
U0147,MATI0479,5.0,18,4,5,0.0
U0147,MATI0070,5.0,11,4,0,0.0
U0147,MATI0628,4.0,41,10,8,0.0414
U0147,MATI1178,4.0,11,6,4,0.0219
U0148,MATI0532,5.0,21,4,4,0.0
U0148,MATI0471,5.0,13,9,0,0.0
U0148,MATI0016,5.0,76,30,3,0.0
U0148,MATI0544,5.0,13,3,3,0.0
U0148,MATI0892,3.0,16,5,1,0.1174
U0148,MATI0029,3.0,21,8,3,0.1756
U0148,MATI0637,2.0,11,8,6,0.2215
U0148,MATI1156,4.0,16,10,3,0.0144
U0148,MATI0753,2.0,15,7,2,0.2249
U0148,MATI0215,4.0,27,11,3,0.0277
U0149,MATI0940,2.0,15,14,6,0.2293
U0149,MATI1064,2.0,31,9,5,0.0216
U0149,MATI0548,5.0,18,11,5,0.0
U0149,MATI0332,5.0,20,15,3,0.0
U0149,MATI0543,5.0,33,16,3,0.0
U0149,MATI0077,5.0,35,22,2,0.0
U0149,MATI0788,2.0,6,4,5,0.0574
U0149,MATI0923,5.0,31,13,5,0.0081
U0149,MATI1182,3.0,10,8,4,0.1348
U0149,MATI1000,5.0,30,10,2,0.0
U0150,MATI0606,5.0,8,6,4,0.0082
U0150,MATI0661,2.0,15,6,3,0.1817
U0150,MATI1047,5.0,33,19,2,0.0
U0150,MATI0759,4.0,11,5,1,0.0657
U0150,MATI0337,5.0,24,6,5,0.0704
U0150,MATI0344,2.0,13,6,6,0.1958
U0150,MATI0342,2.0,8,7,2,0.239
U0150,MATI0243,5.0,4,4,7,0.0087
U0150,MATI0665,5.0,11,7,3,0.013
U0150,MATI0112,4.0,21,12,6,0.0431
U0151,MATI0412,5.0,18,8,3,0.0
U0151,MATI0963,4.0,60,30,4,0.1156
U0151,MATI0789,5.0,16,8,4,0.0
U0151,MATI0743,3.0,12,3,4,0.2009
U0151,MATI0573,3.0,15,4,7,0.1937
U0151,MATI1017,4.0,20,6,2,0.0521
U0151,MATI0416,4.0,10,5,4,0.1096
U0151,MATI0309,5.0,69,28,4,0.0
U0151,MATI0583,4.0,12,7,1,0.1193
U0151,MATI0668,5.0,19,5,2,0.0
U0152,MATI0056,5.0,12,8,1,0.0515
U0152,MATI0297,5.0,11,3,2,0.0901
U0152,MATI0575,1.0,12,6,5,0.3257
U0152,MATI0141,2.0,12,4,7,0.2487
U0152,MATI0054,4.0,18,9,3,0.1143
U0152,MATI0167,3.0,14,5,4,0.1358
U0152,MATI0185,4.0,22,10,1,0.0559
U0152,MATI0733,5.0,14,10,1,0.003
U0152,MATI0262,5.0,15,3,4,0.011
U0152,MATI0204,5.0,12,7,1,0.0
U0153,MATI0633,4.0,15,5,1,0.0961
U0153,MATI0095,2.0,33,21,7,0.2147
U0153,MATI0202,2.0,7,8,6,0.1399
U0153,MATI0592,3.0,9,3,2,0.1007
U0153,MATI0862,5.0,36,9,1,0.0
U0153,MATI0228,5.0,14,5,1,0.043
U0153,MATI0907,4.0,17,5,5,0.0396
U0153,MATI0292,5.0,12,2,6,0.0
U0153,MATI0698,2.0,41,20,4,0.1647
U0153,MATI0426,5.0,23,4,0,0.0
U0154,MATI0023,5.0,9,3,2,0.0
U0154,MATI0998,5.0,48,20,0,0.0
U0154,MATI0940,2.0,25,9,7,0.2211
U0154,MATI0446,5.0,34,12,3,0.0
U0154,MATI0689,1.0,13,3,7,0.2625
U0154,MATI0489,5.0,15,12,3,0.0
U0154,MATI0410,2.0,14,5,5,0.2165
U0154,MATI0895,4.0,23,5,3,0.0854
U0154,MATI0607,5.0,7,6,3,0.0
U0154,MATI0931,3.0,18,7,3,0.1352
U0155,MATI0532,5.0,22,7,1,0.0
U0155,MATI0630,2.0,7,4,4,0.2167
U0155,MATI0180,3.0,16,10,7,0.123
U0155,MATI1184,3.0,8,6,7,0.1207
U0155,MATI0076,5.0,29,8,4,0.0
U0155,MATI0735,5.0,18,4,0,0.0
U0155,MATI0402,4.0,32,13,1,0.0508
U0155,MATI1090,3.0,7,6,6,0.14
U0155,MATI0175,4.0,11,8,2,0.0524
U0155,MATI0597,4.0,8,1,5,0.0407
U0156,MATI0152,5.0,16,11,3,0.0
U0156,MATI0504,5.0,55,17,3,0.0
U0156,MATI0866,2.0,37,15,5,0.1518
U0156,MATI0184,4.0,17,5,3,0.0562
U0156,MATI1058,5.0,9,5,1,0.0
U0156,MATI0909,4.0,17,7,5,0.0438
U0156,MATI0985,2.0,22,9,5,0.2665
U0156,MATI0830,3.0,16,8,7,0.0763
U0156,MATI0799,5.0,24,13,3,0.0167
U0156,MATI0929,4.0,25,8,3,0.1127
U0157,MATI0495,5.0,21,7,5,0.0
U0157,MATI0783,4.0,26,13,5,0.0278
U0157,MATI0263,5.0,12,3,2,0.0
U0157,MATI0743,2.0,5,9,6,0.2245
U0157,MATI0664,3.0,34,22,2,0.0829
U0157,MATI0455,2.0,3,1,5,0.1769
U0157,MATI0936,3.0,42,12,5,0.118
U0157,MATI1128,3.0,18,8,8,0.1228
U0157,MATI0092,5.0,16,7,4,0.0
U0157,MATI1146,5.0,76,25,4,0.0
U0158,MATI0463,5.0,48,16,1,0.0
U0158,MATI0692,2.0,12,4,11,0.1287
U0158,MATI0446,5.0,31,5,0,0.0
U0158,MATI0588,5.0,17,5,2,0.0
U0158,MATI1099,5.0,40,10,5,0.0
U0158,MATI0630,2.0,5,3,3,0.2216
U0158,MATI0612,4.0,27,11,2,0.0712
U0158,MATI0512,5.0,6,1,3,0.0
U0158,MATI0232,3.0,28,13,4,0.0318
U0158,MATI0534,4.0,36,12,8,0.0102
U0159,MATI0458,4.0,10,5,6,0.1095
U0159,MATI1045,5.0,13,4,3,0.0085
U0159,MATI0704,5.0,42,21,5,0.0
U0159,MATI0085,4.0,20,7,7,0.0964
U0159,MATI0642,2.0,7,9,5,0.1983
U0159,MATI0660,4.0,35,18,2,0.127
U0159,MATI0480,5.0,32,12,7,0.0
U0159,MATI1024,4.0,17,6,5,0.0884
U0159,MATI0966,5.0,12,5,2,0.0
U0159,MATI0031,4.0,12,9,4,0.0246
U0160,MATI0117,3.0,7,3,6,0.1393
U0160,MATI0327,5.0,90,28,1,0.0
U0160,MATI0963,4.0,66,35,1,0.1144
U0160,MATI0334,4.0,12,6,8,0.124
U0160,MATI1159,5.0,16,7,4,0.0008
U0160,MATI0779,4.0,18,5,4,0.0638
U0160,MATI0423,4.0,12,9,3,0.0944
U0160,MATI0378,4.0,34,7,4,0.1158
U0160,MATI0503,5.0,8,4,5,0.0
U0160,MATI0302,2.0,30,10,5,0.1906
U0161,MATI0450,3.0,57,22,2,0.0364
U0161,MATI0466,5.0,18,8,3,0.0
U0161,MATI0642,2.0,6,1,5,0.2013
U0161,MATI1136,5.0,23,6,2,0.0
U0161,MATI0402,4.0,23,12,3,0.0413
U0161,MATI0399,5.0,8,5,4,0.0
U0161,MATI1177,3.0,17,10,4,0.1246
U0161,MATI0242,4.0,5,2,3,0.1275
U0161,MATI0335,2.0,7,3,5,0.2738
U0161,MATI0883,2.0,9,1,7,0.204
U0162,MATI0474,5.0,42,12,4,0.0
U0162,MATI0761,5.0,11,3,5,0.0516
U0162,MATI0450,3.0,54,15,3,0.045
U0162,MATI1135,4.0,12,3,2,0.0833
U0162,MATI0900,4.0,20,9,7,0.0481
U0162,MATI0892,2.0,17,8,6,0.119
U0162,MATI0876,5.0,10,3,3,0.0024
U0162,MATI0192,3.0,10,3,6,0.1199
U0162,MATI1039,5.0,13,7,5,0.0
U0162,MATI0037,5.0,12,6,5,0.0
U0163,MATI0669,5.0,4,2,5,0.0062
U0163,MATI0588,5.0,25,9,5,0.0
U0163,MATI0870,2.0,17,9,4,0.2522
U0163,MATI0173,3.0,3,6,4,0.1507
U0163,MATI1045,5.0,9,7,3,0.0222
U0163,MATI0159,2.0,10,4,3,0.1815
U0163,MATI0141,2.0,15,5,9,0.2413
U0163,MATI0102,3.0,19,8,4,0.147
U0163,MATI0686,4.0,41,20,0,0.0297
U0163,MATI0784,2.0,6,4,2,0.1734
U0164,MATI0589,5.0,39,17,0,0.0
U0164,MATI0948,3.0,6,1,3,0.1587
U0164,MATI0385,5.0,20,9,1,0.0
U0164,MATI0571,5.0,16,8,4,0.0
U0164,MATI0998,5.0,43,22,2,0.0
U0164,MATI0110,4.0,10,7,5,0.0897
U0164,MATI1160,3.0,5,3,4,0.143
U0164,MATI1079,3.0,15,3,6,0.1116
U0164,MATI0980,4.0,15,8,2,0.0216
U0164,MATI0603,4.0,24,8,4,0.0347
U0165,MATI0230,4.0,10,8,4,0.051
U0165,MATI0184,4.0,20,6,2,0.0634
U0165,MATI1115,5.0,69,32,2,0.0
U0165,MATI1000,5.0,24,13,4,0.0
U0165,MATI0798,4.0,38,14,4,0.1214
U0165,MATI0088,4.0,21,8,7,0.0145
U0165,MATI0801,4.0,29,9,5,0.0678
U0165,MATI0509,3.0,19,10,3,0.1792
U0165,MATI1069,5.0,29,4,1,0.0154
U0165,MATI0607,5.0,17,5,4,0.0
U0166,MATI0545,5.0,6,7,5,0.0294
U0166,MATI0820,3.0,16,9,8,0.1318
U0166,MATI0457,5.0,13,7,5,0.0
U0166,MATI0878,5.0,22,12,3,0.0
U0166,MATI0959,5.0,12,9,3,0.0414
U0166,MATI1017,4.0,15,6,7,0.0542
U0166,MATI0697,4.0,29,20,8,0.0851
U0166,MATI1042,5.0,8,3,3,0.0
U0166,MATI0367,5.0,18,8,2,0.0
U0166,MATI0391,5.0,60,23,1,0.0
U0167,MATI0344,2.0,19,3,12,0.1965
U0167,MATI0906,5.0,8,5,2,0.0
U0167,MATI0655,2.0,26,13,6,0.1451
U0167,MATI0233,5.0,15,4,2,0.1008
U0167,MATI0761,5.0,9,8,3,0.0496
U0167,MATI0925,4.0,30,14,0,0.0759
U0167,MATI0765,4.0,23,8,6,0.1086
U0167,MATI0894,5.0,62,22,2,0.0
U0167,MATI1123,1.0,14,10,8,0.2747
U0167,MATI0487,3.0,17,6,3,0.1966
U0168,MATI0173,3.0,15,3,3,0.1473
U0168,MATI0488,5.0,23,5,3,0.0
U0168,MATI0767,5.0,20,11,4,0.0
U0168,MATI0414,5.0,19,11,3,0.0
U0168,MATI1034,3.0,22,12,8,0.1655
U0168,MATI0005,4.0,16,6,6,0.119
U0168,MATI0445,5.0,23,14,2,0.0
U0168,MATI0541,5.0,14,5,4,0.0
U0168,MATI0734,4.0,7,3,4,0.0051
U0168,MATI0919,4.0,28,18,6,0.0781
U0169,MATI0580,1.0,23,12,3,0.1921
U0169,MATI0998,5.0,45,15,4,0.0
U0169,MATI0309,5.0,76,34,3,0.0
U0169,MATI0400,3.0,23,10,2,0.0833
U0169,MATI0870,2.0,15,11,3,0.2519
U0169,MATI0855,3.0,22,10,5,0.1548
U0169,MATI0283,3.0,27,11,4,0.2066
U0169,MATI0808,4.0,40,14,4,0.0849
U0169,MATI0496,4.0,23,7,2,0.0773
U0169,MATI0594,2.0,23,8,7,0.0775
U0170,MATI0811,5.0,31,13,1,0.0
U0170,MATI0558,5.0,29,9,1,0.0
U0170,MATI1192,5.0,10,9,5,0.0
U0170,MATI0771,5.0,21,11,4,0.0
U0170,MATI1145,2.0,6,10,4,0.2635
U0170,MATI0787,3.0,7,5,6,0.1202
U0170,MATI0266,4.0,18,2,3,0.0968
U0170,MATI0533,1.0,22,8,4,0.2968
U0170,MATI0721,5.0,25,5,1,0.0
U0170,MATI0313,4.0,81,30,4,0.0213
