user_id,item_id,rating,orders_placed,total_spend,defect_rate,on_time_delivery_pct
U0097,SUP0969,5.0,11,122.55,0.0063,100.0
U0097,SUP0019,5.0,5,217.01,0.0236,100.0
U0097,SUP0517,5.0,12,98.54,0.0,100.0
U0097,SUP0230,3.0,9,81.28,0.1208,75.67
U0097,SUP0942,5.0,11,45.4,0.059,85.29
U0098,SUP1179,5.0,4,206.12,0.0534,88.38
U0098,SUP0655,5.0,20,52.87,0.0799,87.54
U0098,SUP0872,3.0,13,119.18,0.1576,84.24
U0098,SUP0612,5.0,1,215.7,0.0584,94.75
U0098,SUP1072,4.0,7,185.38,0.1153,82.35
U0098,SUP0005,4.0,25,119.84,0.1155,87.64
U0098,SUP0806,5.0,3,113.8,0.0088,100.0
U0098,SUP0649,5.0,34,101.24,0.0177,100.0
U0098,SUP0948,4.0,11,80.45,0.1467,78.61
U0098,SUP0426,4.0,6,50.89,0.1658,78.65
U0099,SUP0279,3.0,10,446.15,0.1634,69.21
U0099,SUP0096,4.0,1,57.28,0.1276,83.35
U0099,SUP0940,5.0,8,316.74,0.0678,95.4
U0099,SUP1110,3.0,4,38.48,0.167,76.84
U0099,SUP0196,4.0,16,70.0,0.1053,75.33
U0099,SUP0739,5.0,4,129.23,0.0,100.0
U0099,SUP0972,5.0,13,197.2,0.0677,95.38
U0099,SUP0421,5.0,6,90.31,0.0013,100.0
U0099,SUP0018,4.0,8,368.1,0.1483,67.95
U0099,SUP0808,3.0,21,61.3,0.1462,76.43
U0100,SUP0972,5.0,10,106.09,0.0444,100.0
U0100,SUP0662,5.0,8,244.22,0.011,100.0
U0100,SUP0389,5.0,4,109.67,0.0308,100.0
U0100,SUP0164,5.0,7,49.92,0.0477,94.56
U0100,SUP0579,5.0,15,83.03,0.0042,100.0
U0100,SUP0038,5.0,18,159.81,0.0202,93.21
U0100,SUP1159,5.0,7,101.03,0.0577,93.53
U0100,SUP0027,5.0,4,264.73,0.1166,94.87
U0100,SUP0299,4.0,3,265.8,0.1298,80.21
U0100,SUP0438,5.0,5,140.04,0.0284,100.0
U0101,SUP1099,4.0,4,54.8,0.1556,70.85
U0101,SUP0196,4.0,13,76.19,0.1352,63.15
U0101,SUP0554,5.0,23,89.25,0.1487,92.54
U0101,SUP0489,5.0,28,168.88,0.0175,100.0
U0101,SUP0368,5.0,2,399.37,0.0415,94.26
U0101,SUP1131,5.0,18,118.25,0.0554,90.03
U0101,SUP0807,5.0,26,340.02,0.0591,93.36
U0101,SUP0072,4.0,9,42.07,0.1122,90.2
U0101,SUP1046,4.0,4,231.6,0.1635,76.32
U0101,SUP0396,5.0,3,343.27,0.0224,100.0
U0102,SUP0352,3.0,6,116.95,0.1448,75.3
U0102,SUP0170,4.0,18,66.63,0.1288,83.53
U0102,SUP0833,5.0,9,113.79,0.0878,100.0
U0102,SUP0493,5.0,19,89.43,0.0012,96.05
U0102,SUP0587,5.0,9,343.05,0.0777,87.61
U0102,SUP0343,4.0,16,48.06,0.1412,82.01
U0102,SUP0266,5.0,8,165.5,0.0195,100.0
U0102,SUP0361,5.0,18,178.56,0.0253,99.4
U0102,SUP0084,5.0,23,284.83,0.0478,100.0
U0102,SUP1040,5.0,21,92.73,0.0022,99.39
U0103,SUP0513,5.0,7,125.11,0.0238,98.89
U0103,SUP0621,4.0,5,164.06,0.1102,95.33
U0103,SUP0646,4.0,2,483.32,0.057,91.94
U0103,SUP1152,5.0,7,130.66,0.0611,93.68
U0103,SUP1022,3.0,5,90.48,0.1179,83.31
U0103,SUP1102,5.0,4,85.55,0.057,89.51
U0103,SUP1158,5.0,9,208.23,0.0,100.0
U0103,SUP0699,4.0,29,97.19,0.13,83.72
U0103,SUP0715,5.0,8,45.67,0.0119,100.0
U0103,SUP0372,5.0,11,191.54,0.0228,91.2
U0104,SUP0936,5.0,4,135.25,0.0118,98.48
U0104,SUP0619,4.0,32,82.24,0.117,90.15
U0104,SUP0286,5.0,9,263.11,0.0,100.0
U0104,SUP0650,5.0,14,81.27,0.0,100.0
U0104,SUP0133,3.0,4,35.64,0.1195,73.17
U0104,SUP1059,5.0,7,120.21,0.0811,96.48
U0104,SUP0263,4.0,4,162.57,0.136,87.3
U0104,SUP0523,5.0,17,13.65,0.0438,100.0
U0104,SUP0044,5.0,6,391.98,0.1051,97.99
U0104,SUP0351,5.0,7,54.97,0.0728,100.0
U0105,SUP0560,5.0,19,77.8,0.014,100.0
U0105,SUP1183,5.0,10,81.31,0.0249,100.0
U0105,SUP0136,4.0,23,98.72,0.1116,87.25
U0105,SUP0788,5.0,8,146.04,0.0546,100.0
U0105,SUP0544,4.0,3,37.68,0.1374,88.34
U0105,SUP1066,4.0,5,204.83,0.1297,73.75
U0105,SUP0031,5.0,17,191.8,0.058,96.92
U0105,SUP0858,3.0,18,159.34,0.1495,74.71
U0105,SUP1181,5.0,15,105.97,0.0,100.0
U0105,SUP0808,3.0,24,45.38,0.1422,81.15
U0106,SUP0693,5.0,9,205.15,0.0078,100.0
U0106,SUP0679,5.0,9,312.31,0.09,80.04
U0106,SUP1061,5.0,9,165.78,0.0455,100.0
U0106,SUP0178,5.0,5,33.12,0.0611,93.15
U0106,SUP0671,5.0,5,191.81,0.0165,100.0
U0106,SUP0236,5.0,12,181.0,0.0232,92.66
U0106,SUP0080,5.0,6,33.21,0.0579,91.36
U0106,SUP0028,5.0,7,302.21,0.046,100.0
U0106,SUP0858,2.0,14,201.62,0.1372,75.33
U0106,SUP0656,5.0,4,45.85,0.0716,84.2
U0107,SUP0374,4.0,9,250.59,0.1443,86.82
U0107,SUP0015,5.0,23,190.81,0.031,90.2
U0107,SUP1137,5.0,8,83.6,0.0339,97.91
U0107,SUP0430,5.0,19,44.26,0.0,100.0
U0107,SUP1124,4.0,10,84.9,0.1478,81.26
U0107,SUP1110,3.0,3,109.82,0.1451,63.39
U0107,SUP0489,5.0,34,240.56,0.003,97.36
U0107,SUP0535,5.0,4,86.59,0.0789,95.11
U0107,SUP0209,4.0,2,156.34,0.1166,83.96
U0107,SUP0733,5.0,11,165.53,0.0166,95.4
U0108,SUP0717,4.0,4,217.33,0.1374,88.71
U0108,SUP0557,5.0,9,50.75,0.0501,100.0
U0108,SUP0025,5.0,12,52.97,0.0172,99.15
U0108,SUP0415,4.0,1,517.82,0.129,86.26
U0108,SUP0455,5.0,36,45.18,0.0395,100.0
U0108,SUP1175,2.0,8,76.75,0.1696,69.06
U0108,SUP0297,5.0,4,244.26,0.0006,95.2
U0108,SUP0263,3.0,5,84.37,0.1222,80.57
U0108,SUP0937,4.0,6,295.01,0.1308,76.0
U0108,SUP0278,5.0,4,100.01,0.0201,100.0
U0109,SUP1141,5.0,20,222.39,0.0423,99.87
U0109,SUP0822,5.0,10,158.39,0.0156,99.57
U0109,SUP1186,4.0,10,342.96,0.127,80.36
U0109,SUP0903,5.0,9,118.22,0.0582,87.48
U0109,SUP1148,5.0,11,213.88,0.0157,89.51
U0109,SUP0160,5.0,15,118.91,0.0187,100.0
U0109,SUP0640,5.0,15,355.06,0.0,93.96
U0109,SUP0569,5.0,3,201.66,0.0071,91.6
U0109,SUP1167,3.0,6,33.72,0.1663,64.42
U0109,SUP0849,5.0,10,29.16,0.0139,95.7
U0110,SUP0598,5.0,7,164.97,0.0221,100.0
U0110,SUP1171,5.0,31,182.18,0.0515,92.42
U0110,SUP1200,5.0,12,113.0,0.0545,100.0
U0110,SUP0695,4.0,14,151.82,0.1221,95.68
U0110,SUP0201,5.0,11,178.78,0.0662,75.49
U0110,SUP1090,4.0,3,46.74,0.1412,83.02
U0110,SUP0020,5.0,3,139.79,0.0656,93.93
U0110,SUP0123,5.0,12,99.5,0.0522,100.0
U0110,SUP0264,5.0,17,161.03,0.029,100.0
U0110,SUP0341,5.0,4,175.02,0.0163,96.22
U0111,SUP0712,5.0,45,177.56,0.0238,99.83
U0111,SUP0614,5.0,8,40.6,0.0479,89.98
U0111,SUP0982,5.0,12,77.73,0.0229,96.38
U0111,SUP0585,5.0,14,549.15,0.0387,90.43
U0111,SUP0412,3.0,2,44.73,0.1444,72.32
U0111,SUP0817,2.0,17,108.13,0.1605,68.76
U0111,SUP0139,5.0,14,152.22,0.1242,87.22
U0111,SUP0884,4.0,2,88.32,0.1022,88.38
U0111,SUP0737,5.0,8,55.33,0.0401,100.0
U0111,SUP0124,5.0,4,123.3,0.0445,100.0
U0112,SUP0398,4.0,10,179.13,0.134,81.51
U0112,SUP0094,5.0,16,49.28,0.0681,79.38
U0112,SUP0802,4.0,5,322.57,0.1191,88.89
U0112,SUP0730,5.0,11,233.22,0.0366,98.49
U0112,SUP1070,4.0,8,931.97,0.1418,77.01
U0112,SUP0492,5.0,18,378.68,0.0,100.0
U0112,SUP0537,5.0,14,83.7,0.0667,93.09
U0112,SUP0777,5.0,14,53.23,0.0452,95.59
U0112,SUP0543,4.0,9,94.92,0.1361,88.13
U0112,SUP0568,3.0,8,57.01,0.1402,84.53
U0113,SUP0647,5.0,18,130.96,0.0595,97.12
U0113,SUP0132,5.0,3,150.49,0.0544,95.74
U0113,SUP1012,5.0,24,138.82,0.0541,91.73
U0113,SUP1138,4.0,2,79.1,0.1229,80.7
U0113,SUP0189,4.0,11,255.28,0.1707,77.15
U0113,SUP0343,4.0,14,46.48,0.1019,81.94
U0113,SUP0736,5.0,4,170.52,0.0459,90.79
U0113,SUP0318,5.0,5,250.02,0.0836,93.5
U0113,SUP0163,4.0,23,97.52,0.13,86.55
U0113,SUP0084,5.0,17,117.15,0.0731,100.0
U0114,SUP0639,5.0,13,26.72,0.0468,90.47
U0114,SUP0464,4.0,20,341.12,0.1174,83.16
U0114,SUP0377,5.0,5,176.65,0.044,98.15
U0114,SUP0999,5.0,7,122.57,0.0318,93.37
U0114,SUP0021,5.0,27,64.92,0.0617,100.0
U0114,SUP0108,5.0,6,127.27,0.0305,89.63
U0114,SUP0960,5.0,12,245.16,0.0651,87.55
U0114,SUP0564,4.0,5,162.14,0.067,90.94
U0114,SUP0969,5.0,12,79.8,0.016,100.0
U0114,SUP1095,4.0,9,199.06,0.1345,76.7
U0115,SUP0188,5.0,10,27.51,0.0768,97.03
U0115,SUP0144,5.0,5,117.39,0.0629,91.28
U0115,SUP0246,3.0,3,32.49,0.13,77.39
U0115,SUP0008,5.0,4,124.6,0.0192,99.61
U0115,SUP0662,5.0,6,280.49,0.0072,100.0
U0115,SUP0410,3.0,7,211.7,0.126,68.23
U0115,SUP1081,5.0,14,61.46,0.0547,100.0
U0115,SUP0336,5.0,6,535.64,0.0,100.0
U0115,SUP0193,5.0,2,217.58,0.0,99.77
U0115,SUP1164,5.0,11,134.43,0.0653,97.23
U0116,SUP0458,5.0,4,148.85,0.0646,99.58
U0116,SUP0281,5.0,26,114.04,0.1316,78.38
U0116,SUP0981,5.0,11,229.27,0.0108,94.7
U0116,SUP0858,4.0,21,149.77,0.1256,91.36
U0116,SUP0576,5.0,15,295.34,0.0904,85.24
U0116,SUP1032,3.0,4,126.91,0.1546,81.03
U0116,SUP0779,5.0,8,244.02,0.0741,95.14
U0116,SUP1093,5.0,7,186.84,0.0044,93.29
U0116,SUP0823,3.0,5,94.57,0.1453,71.79
U0116,SUP1107,5.0,3,217.9,0.0548,99.77
U0117,SUP0336,5.0,6,216.0,0.0456,100.0
U0117,SUP0895,5.0,5,225.4,0.0085,100.0
U0117,SUP0205,5.0,1,153.02,0.0709,85.02
U0117,SUP0953,5.0,4,208.93,0.035,100.0
U0117,SUP1167,4.0,7,22.81,0.1239,76.6
U0117,SUP0517,5.0,10,150.56,0.0,100.0
U0117,SUP0259,3.0,17,118.42,0.1602,86.24
U0117,SUP0970,2.0,9,235.06,0.1515,75.08
U0117,SUP1159,5.0,3,47.93,0.0735,95.78
U0117,SUP0472,5.0,6,200.57,0.077,96.44
U0118,SUP0129,5.0,5,56.67,0.0609,87.04
U0118,SUP0375,5.0,12,86.95,0.0347,100.0
U0118,SUP0100,5.0,11,194.25,0.0469,96.12
U0118,SUP1099,4.0,2,32.86,0.1454,75.73
U0118,SUP0805,3.0,2,120.42,0.1291,81.37
U0118,SUP0575,3.0,2,41.3,0.1649,71.98
U0118,SUP0908,5.0,4,167.15,0.13,88.34
U0118,SUP0453,5.0,11,82.93,0.0738,97.55
U0118,SUP0229,5.0,8,144.64,0.0038,100.0
U0118,SUP0221,4.0,8,87.15,0.1215,91.83
U0119,SUP0252,5.0,12,111.82,0.0302,92.13
U0119,SUP0569,5.0,4,218.26,0.0115,95.61
U0119,SUP0635,3.0,6,132.17,0.1443,78.36
U0119,SUP0728,2.0,13,287.18,0.1258,69.69
U0119,SUP0428,5.0,6,243.94,0.0032,100.0
U0119,SUP0270,5.0,4,91.89,0.0,100.0
U0119,SUP0522,4.0,7,306.52,0.1369,96.02
U0119,SUP1174,4.0,4,68.09,0.1532,77.31
U0119,SUP0144,5.0,10,99.22,0.0749,80.74
U0119,SUP0943,5.0,8,262.42,0.061,100.0
U0120,SUP0980,5.0,1,142.65,0.0528,96.85
U0120,SUP1099,4.0,4,98.3,0.1479,73.92
U0120,SUP0518,3.0,18,108.52,0.1353,75.14
U0120,SUP1017,4.0,5,170.89,0.1254,76.5
U0120,SUP0036,3.0,6,226.33,0.1555,81.13
U0120,SUP1172,5.0,6,139.54,0.0316,91.32
U0120,SUP0510,3.0,12,66.41,0.1348,68.58
U0120,SUP0447,5.0,6,271.21,0.0671,90.75
U0120,SUP1049,5.0,7,206.68,0.0511,97.52
U0120,SUP0241,4.0,12,133.21,0.1201,79.11
U0121,SUP1046,4.0,5,321.95,0.1337,89.33
U0121,SUP1097,5.0,17,210.63,0.0254,100.0
U0121,SUP0371,3.0,4,285.43,0.1384,65.88
U0121,SUP1185,4.0,9,285.89,0.1292,88.75
U0121,SUP0354,5.0,4,247.29,0.0392,93.99
U0121,SUP1055,3.0,8,30.43,0.1519,70.25
U0121,SUP0635,3.0,3,90.41,0.1302,83.03
U0121,SUP0675,5.0,11,125.3,0.0,93.77
U0121,SUP1010,4.0,3,241.27,0.1269,78.92
U0121,SUP0433,5.0,5,89.67,0.0076,100.0
U0122,SUP0316,5.0,7,47.87,0.0403,95.66
U0122,SUP1026,3.0,8,96.42,0.1479,81.71
U0122,SUP1188,5.0,10,48.12,0.0551,89.41
U0122,SUP0525,5.0,14,96.43,0.0616,94.86
U0122,SUP0081,5.0,3,492.88,0.0271,100.0
U0122,SUP0656,5.0,7,65.24,0.0852,87.55
U0122,SUP0472,5.0,7,200.03,0.0254,100.0
U0122,SUP1068,5.0,6,483.37,0.0503,96.62
U0122,SUP0801,4.0,5,218.13,0.1353,86.58
U0122,SUP0194,5.0,16,56.31,0.0451,91.35
U0123,SUP1008,5.0,6,113.12,0.058,84.12
U0123,SUP0019,5.0,6,73.32,0.0362,100.0
U0123,SUP0736,5.0,8,51.33,0.0793,92.27
U0123,SUP0232,5.0,18,113.18,0.0317,94.77
U0123,SUP0013,5.0,17,309.94,0.0072,100.0
U0123,SUP0010,2.0,13,128.0,0.1664,63.46
U0123,SUP1153,5.0,5,247.19,0.0468,99.6
U0123,SUP0124,5.0,2,60.53,0.0654,97.14
U0123,SUP0595,4.0,14,28.35,0.1363,84.02
U0123,SUP0377,5.0,13,384.21,0.0591,100.0
U0124,SUP0914,5.0,4,195.89,0.0,100.0
U0124,SUP0483,4.0,12,89.56,0.1444,88.31
U0124,SUP0669,5.0,1,313.13,0.0408,100.0
U0124,SUP0726,3.0,6,173.42,0.1333,79.9
U0124,SUP1076,3.0,7,347.71,0.174,86.11
U0124,SUP0217,3.0,2,93.46,0.1332,87.7
U0124,SUP0576,4.0,16,133.31,0.065,86.7
U0124,SUP1189,5.0,15,383.33,0.0567,85.79
U0124,SUP0379,5.0,3,766.29,0.0648,100.0
U0124,SUP0015,5.0,23,256.66,0.0428,100.0
U0125,SUP0356,5.0,5,407.9,0.0067,99.66
U0125,SUP0660,5.0,5,52.31,0.1297,93.6
U0125,SUP0978,5.0,10,201.97,0.0415,85.65
U0125,SUP0690,5.0,7,102.1,0.0339,98.54
U0125,SUP0897,3.0,4,242.94,0.1104,86.98
U0125,SUP0223,5.0,7,123.05,0.0018,96.78
U0125,SUP0126,5.0,15,97.22,0.0712,92.72
U0125,SUP0134,5.0,12,204.45,0.0791,99.23
U0125,SUP0745,5.0,16,331.14,0.0047,100.0
U0125,SUP1199,5.0,1,225.91,0.0193,100.0
U0126,SUP0133,4.0,7,40.55,0.1327,86.02
U0126,SUP1159,5.0,4,101.95,0.0788,98.13
U0126,SUP0527,5.0,6,253.54,0.0045,100.0
U0126,SUP0932,5.0,3,93.91,0.0318,100.0
U0126,SUP0745,5.0,13,254.31,0.0282,98.95
U0126,SUP0832,3.0,4,55.43,0.1483,81.65
U0126,SUP0053,4.0,6,180.08,0.118,80.26
U0126,SUP0548,5.0,5,90.09,0.0479,97.14
U0126,SUP0462,5.0,8,88.11,0.1161,78.02
U0126,SUP0440,5.0,15,24.57,0.0665,89.61
U0127,SUP0820,5.0,4,43.09,0.0025,100.0
U0127,SUP0958,5.0,14,74.3,0.0209,100.0
U0127,SUP0328,3.0,61,58.51,0.1572,67.98
U0127,SUP0878,5.0,7,181.01,0.0,100.0
U0127,SUP0661,4.0,17,76.01,0.1347,83.3
U0127,SUP0912,3.0,9,55.83,0.1199,81.94
U0127,SUP0329,5.0,9,259.82,0.0605,89.82
U0127,SUP1193,5.0,17,234.89,0.0565,95.27
U0127,SUP1136,4.0,6,165.67,0.1307,69.65
U0127,SUP0517,5.0,19,125.22,0.0474,100.0
U0128,SUP0909,4.0,9,79.37,0.1226,81.2
U0128,SUP0476,5.0,29,248.47,0.0,99.06
U0128,SUP0001,4.0,10,102.41,0.1068,90.22
U0128,SUP0401,5.0,9,45.34,0.012,97.42
U0128,SUP0662,5.0,13,259.42,0.0082,100.0
U0128,SUP0913,5.0,5,982.71,0.0352,96.26
U0128,SUP0222,5.0,10,62.34,0.0376,95.62
U0128,SUP1007,5.0,2,672.36,0.0276,98.42
U0128,SUP0885,5.0,16,150.47,0.0019,100.0
U0128,SUP0887,5.0,25,195.43,0.123,74.89
U0129,SUP0145,5.0,8,159.41,0.0252,100.0
U0129,SUP0371,3.0,4,192.76,0.1731,78.12
U0129,SUP0145,5.0,11,146.99,0.0184,100.0
U0129,SUP0580,4.0,6,110.24,0.1255,79.07
U0129,SUP0601,5.0,9,64.7,0.0632,96.11
U0129,SUP0455,5.0,13,59.09,0.0445,90.99
U0129,SUP1180,3.0,14,56.98,0.142,75.65
U0129,SUP1001,5.0,8,515.97,0.0,99.34
U0129,SUP0583,3.0,8,108.75,0.1811,67.95
U0129,SUP0529,5.0,32,205.21,0.0338,97.83
U0130,SUP0176,4.0,11,88.05,0.1342,84.89
U0130,SUP0655,4.0,15,38.7,0.057,93.49
U0130,SUP0502,5.0,12,110.87,0.0452,95.5
U0130,SUP0521,5.0,14,166.81,0.0688,89.4
U0130,SUP0025,5.0,12,57.03,0.0493,98.4
U0130,SUP0948,3.0,4,59.04,0.137,79.79
U0130,SUP0252,5.0,12,123.13,0.0616,98.2
U0130,SUP0881,4.0,10,96.23,0.1423,89.64
U0130,SUP1021,4.0,9,70.87,0.1038,93.72
U0130,SUP1105,3.0,16,63.06,0.1462,78.58
U0131,SUP0028,5.0,8,120.62,0.0204,94.94
U0131,SUP0521,5.0,16,104.82,0.0664,96.61
U0131,SUP0708,5.0,4,175.34,0.0718,93.54
U0131,SUP0736,5.0,11,279.58,0.0523,100.0
U0131,SUP0725,5.0,4,75.77,0.0712,99.5
U0131,SUP0241,4.0,11,67.59,0.1341,77.49
U0131,SUP1180,4.0,11,63.83,0.1327,86.47
U0131,SUP0844,4.0,16,89.62,0.1424,88.09
U0131,SUP1024,5.0,15,113.91,0.0237,90.65
U0131,SUP0381,4.0,6,254.16,0.1353,84.64
U0132,SUP0306,4.0,8,176.08,0.1348,88.95
U0132,SUP0859,5.0,13,87.33,0.059,100.0
U0132,SUP0791,4.0,13,29.6,0.1271,76.66
U0132,SUP0133,4.0,5,39.39,0.1362,86.27
U0132,SUP0151,5.0,7,266.15,0.0184,100.0
U0132,SUP0483,4.0,12,85.53,0.1428,91.17
U0132,SUP0373,3.0,4,32.98,0.1437,64.23
U0132,SUP0584,2.0,11,185.02,0.1515,51.35
U0132,SUP0347,5.0,12,170.0,0.0102,98.32
U0132,SUP1101,5.0,6,109.05,0.0853,100.0
U0133,SUP0249,5.0,6,160.63,0.0098,95.18
U0133,SUP0786,4.0,13,208.82,0.1225,77.13
U0133,SUP0534,5.0,17,78.5,0.1018,90.29
U0133,SUP0052,4.0,3,77.31,0.1578,84.58
U0133,SUP0561,5.0,5,274.27,0.0291,89.26
U0133,SUP0401,5.0,5,29.49,0.0267,100.0
U0133,SUP0845,4.0,18,183.57,0.1504,74.6
U0133,SUP0847,5.0,12,67.24,0.0719,91.15
U0133,SUP0495,4.0,7,92.51,0.1229,81.45
U0133,SUP1164,5.0,6,152.86,0.0749,94.85
U0134,SUP1099,4.0,7,36.87,0.1529,76.04
U0134,SUP0856,5.0,7,443.42,0.013,97.25
U0134,SUP0376,4.0,23,95.98,0.1473,81.51
U0134,SUP0108,5.0,7,164.36,0.0757,88.37
U0134,SUP0318,5.0,4,139.1,0.0327,100.0
U0134,SUP0398,4.0,7,242.84,0.1334,71.4
U0134,SUP0427,5.0,19,164.49,0.0169,96.96
U0134,SUP0157,3.0,3,192.27,0.1349,72.01
U0134,SUP0684,5.0,5,47.78,0.0189,100.0
U0134,SUP1127,5.0,32,256.78,0.0726,88.84
U0135,SUP0626,4.0,5,184.15,0.1257,83.06
U0135,SUP0954,5.0,7,106.11,0.0603,92.74
U0135,SUP0136,4.0,25,103.24,0.1222,77.14
U0135,SUP0709,5.0,13,101.57,0.035,90.63
U0135,SUP0654,5.0,11,38.75,0.0249,100.0
U0135,SUP0976,5.0,14,125.07,0.1326,89.41
U0135,SUP0588,2.0,10,277.72,0.1366,80.48
U0135,SUP0580,4.0,5,178.6,0.1254,73.31
U0135,SUP0592,5.0,13,92.94,0.0227,98.35
U0135,SUP0812,5.0,32,72.35,0.0079,99.44
U0136,SUP0625,5.0,48,147.57,0.0494,84.7
U0136,SUP0905,5.0,21,104.38,0.0606,95.94
U0136,SUP0580,4.0,6,238.44,0.1057,67.63
U0136,SUP0728,3.0,12,614.61,0.1477,64.46
U0136,SUP0393,5.0,7,224.67,0.0444,97.9
U0136,SUP0933,4.0,4,273.91,0.1241,100.0
U0136,SUP0172,4.0,33,157.64,0.1501,71.48
U0136,SUP0511,5.0,7,40.65,0.0218,96.02
U0136,SUP0426,3.0,4,134.02,0.1608,81.82
U0136,SUP0480,4.0,10,68.6,0.1357,81.41
U0137,SUP1042,5.0,6,451.2,0.003,100.0
U0137,SUP0876,4.0,3,305.15,0.0695,98.07
U0137,SUP0667,5.0,5,82.09,0.0476,85.08
U0137,SUP0896,5.0,6,609.91,0.052,93.53
U0137,SUP0722,5.0,3,267.7,0.0,97.67
U0137,SUP1063,3.0,6,177.59,0.1419,76.51
U0137,SUP0797,5.0,8,38.51,0.0,100.0
U0137,SUP0891,3.0,21,174.67,0.1116,74.87
U0137,SUP0203,4.0,8,70.44,0.1197,89.37
U0137,SUP1114,4.0,27,152.77,0.1196,82.86
U0138,SUP1115,3.0,3,126.15,0.1098,76.22
U0138,SUP0818,4.0,5,206.07,0.1568,70.57
U0138,SUP0519,5.0,6,130.62,0.0552,94.98
U0138,SUP0096,4.0,4,158.88,0.1617,83.27
U0138,SUP0134,5.0,9,104.59,0.0724,100.0
U0138,SUP0941,5.0,5,63.96,0.05,100.0
U0138,SUP0105,5.0,5,49.75,0.0338,92.82
U0138,SUP1135,3.0,7,74.8,0.1198,93.15
U0138,SUP0764,5.0,2,64.24,0.0153,96.44
U0138,SUP0800,5.0,6,140.49,0.0586,92.77
U0139,SUP0765,5.0,4,36.73,0.0523,87.84
U0139,SUP1089,5.0,13,181.5,0.0472,99.61
U0139,SUP0785,5.0,6,302.03,0.0968,97.55
U0139,SUP1183,5.0,4,141.37,0.0112,99.19
U0139,SUP0053,4.0,13,168.67,0.1483,70.92
U0139,SUP1028,4.0,21,66.28,0.1269,86.87
U0139,SUP0272,4.0,15,228.64,0.1513,81.78
U0139,SUP0499,5.0,12,309.68,0.0,100.0
U0139,SUP0670,4.0,24,172.68,0.1419,75.54
U0139,SUP0565,5.0,5,126.11,0.077,98.71
U0140,SUP0719,4.0,5,108.95,0.0724,75.76
U0140,SUP0067,5.0,7,58.09,0.0,100.0
U0140,SUP0805,4.0,4,280.86,0.1191,87.3
U0140,SUP0636,5.0,4,182.84,0.0449,88.45
U0140,SUP0785,5.0,14,150.0,0.0652,100.0
U0140,SUP0028,5.0,14,517.91,0.0401,95.38
U0140,SUP1173,4.0,2,172.27,0.0966,84.89
U0140,SUP1069,5.0,8,205.02,0.0402,87.35
U0140,SUP0153,5.0,6,75.1,0.0,100.0
U0140,SUP1071,5.0,4,270.76,0.0243,100.0
U0141,SUP1113,4.0,10,225.5,0.1247,92.82
U0141,SUP0193,5.0,2,376.44,0.0116,100.0
U0141,SUP0735,3.0,14,197.07,0.1372,75.26
U0141,SUP0140,4.0,4,48.04,0.1269,89.44
U0141,SUP0118,3.0,25,59.82,0.146,71.69
U0141,SUP0515,5.0,4,231.07,0.0028,100.0
U0141,SUP0530,5.0,3,236.46,0.0087,90.72
U0141,SUP0741,5.0,13,227.35,0.0,100.0
U0141,SUP0630,4.0,3,206.29,0.1406,85.72
U0141,SUP0751,5.0,18,277.43,0.0,100.0
U0142,SUP0760,5.0,5,203.29,0.0138,90.89
U0142,SUP1009,5.0,5,255.92,0.0337,90.62
U0142,SUP0551,5.0,7,126.32,0.0306,89.29
U0142,SUP0096,4.0,2,120.37,0.1069,86.66
U0142,SUP1191,5.0,5,387.3,0.0685,99.32
U0142,SUP0697,5.0,3,38.03,0.0152,98.66
U0142,SUP0332,5.0,1,78.52,0.0792,96.04
U0142,SUP1162,5.0,6,231.34,0.0504,81.97
U0142,SUP0220,5.0,3,38.59,0.0075,100.0
U0142,SUP0885,5.0,11,231.22,0.0065,91.05
U0143,SUP1072,3.0,10,144.63,0.1563,79.59
U0143,SUP0436,3.0,9,119.77,0.1214,82.91
U0143,SUP1186,4.0,16,581.17,0.1321,91.04
U0143,SUP0737,5.0,11,84.55,0.0269,86.43
U0143,SUP0594,5.0,13,164.18,0.0,100.0
U0143,SUP0772,5.0,8,112.21,0.0268,100.0
U0143,SUP0725,5.0,8,162.53,0.0356,94.38
U0143,SUP0270,5.0,6,201.5,0.004,100.0
U0143,SUP0867,5.0,29,62.69,0.0297,100.0
U0143,SUP0057,4.0,12,416.38,0.1368,84.45
U0144,SUP0530,5.0,10,354.84,0.0068,100.0
U0144,SUP0721,4.0,9,325.85,0.1439,69.96
U0144,SUP0652,5.0,14,221.41,0.0374,100.0
U0144,SUP0802,4.0,5,155.59,0.1485,80.47
U0144,SUP0927,5.0,9,198.76,0.0611,100.0
U0144,SUP1009,5.0,8,143.55,0.0658,100.0
U0144,SUP0524,5.0,12,191.04,0.0207,100.0
U0144,SUP0810,5.0,3,94.74,0.0165,92.16
U0144,SUP0004,3.0,12,230.61,0.1306,83.58
U0144,SUP1007,5.0,3,1125.02,0.0217,100.0
U0145,SUP0300,3.0,12,150.03,0.1615,73.8
U0145,SUP0328,3.0,72,97.35,0.161,77.96
U0145,SUP1120,5.0,26,48.42,0.0618,100.0
U0145,SUP0709,5.0,8,123.13,0.0764,92.03
U0145,SUP0634,5.0,12,126.16,0.0758,83.68
U0145,SUP0882,5.0,8,128.92,0.0339,100.0
U0145,SUP0467,3.0,5,104.94,0.1519,88.38
U0145,SUP0171,4.0,6,55.64,0.137,88.43
