user_id,item_id,rating,demand_qty,orders_placed,stockouts,fill_rate,forecast_accuracy
U0091,SKUI0758,4.0,3,8,8,0.8164,0.8484
U0091,SKUI0738,2.0,2,5,37,0.695,0.515
U0091,SKUI0212,2.0,1,10,35,0.6628,0.5213
U0091,SKUI0146,2.0,2,4,31,0.6706,0.5402
U0091,SKUI0289,3.0,3,2,9,0.7425,0.7743
U0091,SKUI1144,3.0,1,2,13,0.7946,0.7233
U0092,SKUI0072,4.0,4,2,6,0.7691,0.8031
U0092,SKUI0054,3.0,1,5,11,0.7935,0.7051
U0092,SKUI0908,4.0,2,2,13,0.7612,0.8546
U0092,SKUI0057,4.0,3,4,6,0.8203,0.809
U0092,SKUI0081,4.0,1,3,9,0.7844,0.6889
U0092,SKUI0250,3.0,3,4,10,0.7842,0.6938
U0092,SKUI1065,5.0,4,1,5,0.774,0.7825
U0092,SKUI0335,2.0,7,8,13,0.6974,0.4898
U0092,SKUI0023,3.0,3,4,7,0.8156,0.7404
U0092,SKUI0223,4.0,1,2,7,0.7573,0.7582
U0093,SKUI0906,2.0,3,6,33,0.6973,0.6272
U0093,SKUI0800,3.0,3,5,10,0.7506,0.7808
U0093,SKUI0725,2.0,2,3,20,0.6902,0.5486
U0093,SKUI0528,2.0,2,4,12,0.762,0.7232
U0093,SKUI0695,3.0,2,5,11,0.7624,0.7613
U0093,SKUI0139,4.0,2,3,4,0.7995,0.8355
U0093,SKUI0266,4.0,2,8,9,0.7413,0.7994
U0093,SKUI0703,3.0,2,3,23,0.7311,0.6524
U0093,SKUI0624,3.0,4,3,6,0.7806,0.6424
U0093,SKUI0823,2.0,7,7,32,0.6771,0.5855
U0094,SKUI0362,2.0,3,6,36,0.7281,0.6334
U0094,SKUI0819,2.0,1,3,26,0.7081,0.6052
U0094,SKUI1108,3.0,3,5,8,0.7906,0.7555
U0094,SKUI0332,3.0,1,6,13,0.7604,0.7018
U0094,SKUI0458,3.0,2,3,10,0.7238,0.6388
U0094,SKUI0736,4.0,1,11,9,0.8109,0.8077
U0094,SKUI0058,5.0,3,3,8,0.8428,0.8011
U0094,SKUI1179,3.0,1,2,17,0.785,0.7617
U0094,SKUI0094,3.0,5,5,21,0.7401,0.5941
U0094,SKUI0931,2.0,1,2,48,0.7027,0.6137
U0095,SKUI0560,3.0,2,2,6,0.7594,0.7118
U0095,SKUI0691,2.0,4,8,25,0.7356,0.5883
U0095,SKUI0040,3.0,7,23,11,0.7345,0.6895
U0095,SKUI1148,1.0,3,2,47,0.6806,0.5435
U0095,SKUI0508,2.0,4,5,29,0.6889,0.5977
U0095,SKUI0066,1.0,1,3,39,0.634,0.5701
U0095,SKUI0199,2.0,1,2,28,0.7045,0.5652
U0095,SKUI0869,4.0,1,6,16,0.7912,0.8756
U0095,SKUI0219,2.0,1,1,30,0.7185,0.5494
U0095,SKUI0808,4.0,1,5,8,0.8082,0.8275
U0096,SKUI1182,4.0,3,4,7,0.7798,0.845
U0096,SKUI0499,4.0,1,4,8,0.7696,0.8381
U0096,SKUI0063,3.0,1,5,4,0.7375,0.7614
U0096,SKUI0917,2.0,3,4,25,0.724,0.6238
U0096,SKUI0353,2.0,4,6,29,0.7059,0.5548
U0096,SKUI0779,1.0,1,3,34,0.6759,0.553
U0096,SKUI0198,5.0,1,1,6,0.8558,0.7963
U0096,SKUI0309,3.0,1,3,10,0.7548,0.7221
U0096,SKUI0747,2.0,5,7,23,0.7166,0.6003
U0096,SKUI0946,2.0,4,11,28,0.6964,0.6525
U0097,SKUI0958,1.0,1,2,30,0.7131,0.603
U0097,SKUI0789,4.0,4,18,8,0.7978,0.761
U0097,SKUI0159,3.0,2,7,7,0.7921,0.7289
U0097,SKUI1141,3.0,1,3,13,0.742,0.7223
U0097,SKUI0817,3.0,3,18,9,0.7459,0.7393
U0097,SKUI0361,4.0,2,13,3,0.7602,0.8182
U0097,SKUI0377,3.0,1,1,20,0.7619,0.7217
U0097,SKUI0446,1.0,1,5,40,0.7203,0.5025
U0097,SKUI1071,4.0,5,21,6,0.8045,0.7732
U0097,SKUI0669,3.0,1,1,26,0.7389,0.5942
U0098,SKUI0656,4.0,1,17,8,0.855,0.8848
U0098,SKUI0071,3.0,1,5,18,0.7441,0.826
U0098,SKUI0931,2.0,1,2,30,0.6704,0.6201
U0098,SKUI0945,3.0,1,12,16,0.7579,0.8304
U0098,SKUI1165,3.0,1,5,14,0.7207,0.7653
U0098,SKUI0509,3.0,2,4,8,0.7626,0.6934
U0098,SKUI0553,2.0,1,2,24,0.6987,0.6042
U0098,SKUI0976,3.0,10,14,12,0.7687,0.692
U0098,SKUI1085,2.0,1,1,34,0.6884,0.5522
U0098,SKUI0571,4.0,1,5,6,0.7377,0.8136
U0099,SKUI0675,3.0,2,11,23,0.7112,0.6927
U0099,SKUI0969,2.0,1,2,31,0.7178,0.6146
U0099,SKUI0571,3.0,1,6,12,0.7601,0.7515
U0099,SKUI1161,5.0,1,2,3,0.7872,0.8113
U0099,SKUI0637,3.0,2,5,8,0.8046,0.6778
U0099,SKUI0547,1.0,1,4,40,0.6704,0.571
U0099,SKUI0729,2.0,8,13,27,0.7009,0.5401
U0099,SKUI0449,2.0,1,2,8,0.7205,0.6582
U0099,SKUI0319,3.0,1,7,11,0.7553,0.7004
U0099,SKUI0754,3.0,8,10,20,0.7532,0.565
U0100,SKUI0280,1.0,3,8,34,0.7029,0.5714
U0100,SKUI0089,4.0,2,12,12,0.7841,0.7422
U0100,SKUI1025,3.0,2,10,10,0.7604,0.7017
U0100,SKUI0742,2.0,2,4,38,0.6795,0.5871
U0100,SKUI0873,1.0,1,3,26,0.668,0.5203
U0100,SKUI0719,5.0,1,2,7,0.8308,0.7679
U0100,SKUI0413,2.0,1,2,28,0.6874,0.6541
U0100,SKUI1112,2.0,1,5,15,0.7623,0.7783
U0100,SKUI1177,3.0,3,6,12,0.773,0.7233
U0100,SKUI0921,3.0,2,2,8,0.795,0.7867
U0101,SKUI0538,2.0,1,2,5,0.7056,0.7511
U0101,SKUI1082,2.0,1,2,27,0.7317,0.5763
U0101,SKUI0206,4.0,4,15,4,0.7496,0.7624
U0101,SKUI0169,3.0,3,5,19,0.7309,0.6925
U0101,SKUI0989,2.0,7,11,25,0.6968,0.5634
U0101,SKUI0526,5.0,1,3,4,0.8091,0.8031
U0101,SKUI0197,4.0,5,9,11,0.8464,0.7776
U0101,SKUI0547,2.0,1,4,29,0.6882,0.507
U0101,SKUI0680,3.0,1,4,14,0.7641,0.822
U0101,SKUI1095,3.0,1,7,9,0.7592,0.756
U0102,SKUI0838,4.0,1,2,12,0.768,0.7995
U0102,SKUI0305,3.0,2,9,16,0.7385,0.749
U0102,SKUI0909,4.0,1,2,5,0.7875,0.7776
U0102,SKUI1151,4.0,2,1,3,0.8098,0.7935
U0102,SKUI0375,4.0,1,3,9,0.7885,0.7814
U0102,SKUI0700,3.0,1,3,10,0.7007,0.7513
U0102,SKUI1097,4.0,2,3,7,0.7902,0.8178
U0102,SKUI0700,4.0,2,4,5,0.7594,0.8201
U0102,SKUI0393,4.0,7,27,10,0.7821,0.8228
U0102,SKUI0272,4.0,4,20,7,0.798,0.7896
U0103,SKUI0998,4.0,3,18,7,0.8021,0.85
U0103,SKUI0775,2.0,2,6,30,0.6504,0.5615
U0103,SKUI0826,2.0,3,5,24,0.7084,0.588
U0103,SKUI0541,2.0,2,1,39,0.6702,0.6176
U0103,SKUI0096,2.0,16,12,30,0.7256,0.676
U0103,SKUI0781,4.0,2,3,12,0.8185,0.8066
U0103,SKUI0053,4.0,2,3,8,0.8025,0.7754
U0103,SKUI0098,4.0,2,4,11,0.7897,0.8166
U0103,SKUI0145,2.0,6,2,27,0.7152,0.572
U0103,SKUI0783,4.0,1,4,8,0.7757,0.8332
U0104,SKUI0840,2.0,4,2,29,0.6836,0.6169
U0104,SKUI1154,4.0,1,4,5,0.8245,0.8256
U0104,SKUI0395,4.0,1,2,8,0.7799,0.7904
U0104,SKUI0942,3.0,1,3,14,0.8289,0.7017
U0104,SKUI0131,4.0,2,11,6,0.8,0.7677
U0104,SKUI0964,4.0,1,3,13,0.771,0.8609
U0104,SKUI0543,2.0,1,4,17,0.7049,0.6732
U0104,SKUI0551,4.0,3,5,13,0.764,0.7694
U0104,SKUI0015,4.0,2,3,9,0.7976,0.8378
U0104,SKUI0438,4.0,4,3,10,0.8427,0.8108
U0105,SKUI1113,3.0,1,2,6,0.7522,0.7261
U0105,SKUI0237,2.0,2,4,22,0.7164,0.5231
U0105,SKUI0863,4.0,5,7,8,0.7981,0.8232
U0105,SKUI0626,4.0,1,11,12,0.8069,0.8697
U0105,SKUI0262,2.0,2,2,32,0.7022,0.6074
U0105,SKUI1182,4.0,2,6,7,0.7864,0.7898
U0105,SKUI0901,4.0,2,10,12,0.8251,0.8563
U0105,SKUI0402,3.0,2,5,13,0.6952,0.7274
U0105,SKUI0978,4.0,4,11,2,0.8147,0.7693
U0105,SKUI0479,3.0,1,4,28,0.7255,0.5992
U0106,SKUI0289,3.0,1,3,7,0.745,0.669
U0106,SKUI1148,1.0,1,4,31,0.6634,0.5955
U0106,SKUI0387,2.0,1,2,10,0.7509,0.685
U0106,SKUI0657,3.0,1,1,9,0.7447,0.7703
U0106,SKUI0261,2.0,1,3,33,0.7421,0.5865
U0106,SKUI0688,2.0,8,13,16,0.7037,0.5944
U0106,SKUI1014,2.0,2,4,26,0.7098,0.603
U0106,SKUI0172,2.0,1,7,15,0.7779,0.6876
U0106,SKUI0374,4.0,1,6,11,0.8085,0.7449
U0106,SKUI0106,2.0,3,3,22,0.6701,0.5445
U0107,SKUI1123,2.0,1,6,32,0.7465,0.5252
U0107,SKUI0899,2.0,6,8,33,0.7167,0.5364
U0107,SKUI0615,2.0,2,1,31,0.7115,0.5679
U0107,SKUI0551,4.0,1,10,10,0.7473,0.8626
U0107,SKUI1064,3.0,1,5,7,0.8153,0.6728
U0107,SKUI0132,2.0,1,5,22,0.661,0.6055
U0107,SKUI1146,4.0,2,5,10,0.8038,0.7652
U0107,SKUI0006,3.0,2,5,11,0.7631,0.7523
U0107,SKUI1109,2.0,2,2,26,0.6689,0.6317
U0107,SKUI0659,3.0,3,7,33,0.7666,0.638
U0108,SKUI0721,2.0,1,3,27,0.7583,0.5727
U0108,SKUI1145,4.0,1,2,5,0.7983,0.7958
U0108,SKUI0695,4.0,1,5,5,0.767,0.6927
U0108,SKUI0649,3.0,7,11,8,0.7959,0.6818
U0108,SKUI1018,4.0,2,5,8,0.8043,0.8127
U0108,SKUI1150,4.0,1,3,18,0.7576,0.643
U0108,SKUI0271,2.0,1,3,28,0.6487,0.6224
U0108,SKUI0049,4.0,2,2,7,0.8158,0.7231
U0108,SKUI0756,4.0,4,19,12,0.7615,0.8718
U0108,SKUI0564,1.0,1,1,38,0.6742,0.5515
U0109,SKUI0667,2.0,2,2,30,0.7342,0.5644
U0109,SKUI0263,3.0,2,1,11,0.7749,0.7166
U0109,SKUI0288,3.0,1,2,9,0.7369,0.7651
U0109,SKUI0550,4.0,3,13,5,0.8409,0.8257
U0109,SKUI0586,2.0,3,6,30,0.6585,0.5751
U0109,SKUI0962,3.0,1,2,10,0.7515,0.7165
U0109,SKUI0673,4.0,2,4,9,0.7394,0.8736
U0109,SKUI0078,3.0,3,13,9,0.7257,0.7115
U0109,SKUI1162,2.0,3,12,34,0.6706,0.5735
U0109,SKUI0438,4.0,1,5,11,0.753,0.8148
U0110,SKUI1019,4.0,1,3,11,0.7714,0.8171
U0110,SKUI0742,2.0,2,3,25,0.7163,0.5801
U0110,SKUI1090,4.0,2,3,9,0.7547,0.7781
U0110,SKUI0670,2.0,1,10,17,0.7387,0.6916
U0110,SKUI0039,2.0,1,8,23,0.7097,0.6405
U0110,SKUI0680,4.0,1,4,8,0.7526,0.7999
U0110,SKUI0352,2.0,2,4,24,0.6887,0.5838
U0110,SKUI0624,3.0,2,1,13,0.7817,0.7382
U0110,SKUI0003,3.0,6,15,24,0.6649,0.6518
U0110,SKUI0135,3.0,3,7,8,0.737,0.7857
U0111,SKUI0475,2.0,1,4,29,0.7112,0.587
U0111,SKUI0212,3.0,5,7,28,0.7298,0.6583
U0111,SKUI1152,4.0,1,3,8,0.79,0.8493
U0111,SKUI0842,2.0,6,22,32,0.69,0.6159
U0111,SKUI0243,2.0,11,20,34,0.7287,0.6067
U0111,SKUI0465,3.0,1,5,8,0.7748,0.6727
U0111,SKUI0833,3.0,1,1,9,0.7636,0.725
U0111,SKUI0896,3.0,1,9,12,0.7811,0.6751
U0111,SKUI0919,1.0,4,3,29,0.6898,0.5314
U0111,SKUI0734,3.0,2,4,11,0.7829,0.787
U0112,SKUI0597,2.0,9,3,28,0.7114,0.5659
U0112,SKUI0046,4.0,1,5,6,0.8141,0.798
U0112,SKUI1197,3.0,1,4,16,0.7702,0.6923
U0112,SKUI0386,2.0,1,3,16,0.6989,0.6237
U0112,SKUI0729,2.0,14,20,38,0.6967,0.5636
U0112,SKUI0953,1.0,6,6,33,0.6783,0.5489
U0112,SKUI0725,2.0,2,2,26,0.7343,0.6414
U0112,SKUI0242,3.0,2,3,6,0.7604,0.7691
U0112,SKUI0764,2.0,3,5,26,0.7523,0.6133
U0112,SKUI0824,2.0,2,4,5,0.7288,0.7074
U0113,SKUI1152,3.0,2,3,11,0.7597,0.7277
U0113,SKUI1124,4.0,2,6,14,0.7744,0.7887
U0113,SKUI0532,2.0,3,6,26,0.7148,0.4895
U0113,SKUI0019,3.0,7,7,4,0.7458,0.743
U0113,SKUI0970,1.0,1,2,27,0.6545,0.588
U0113,SKUI0368,3.0,2,2,20,0.6923,0.6293
U0113,SKUI0647,3.0,4,10,8,0.797,0.6791
U0113,SKUI0067,2.0,2,2,17,0.7151,0.7329
U0113,SKUI0699,2.0,2,2,33,0.6917,0.5636
U0113,SKUI0449,3.0,1,2,18,0.781,0.694
U0114,SKUI0103,2.0,2,5,7,0.7339,0.7417
U0114,SKUI0183,4.0,2,10,7,0.8045,0.7838
U0114,SKUI0264,3.0,7,5,9,0.7795,0.6861
U0114,SKUI0590,5.0,2,3,5,0.81,0.7664
U0114,SKUI0002,4.0,1,6,4,0.798,0.7786
U0114,SKUI0055,5.0,1,1,7,0.8284,0.8503
U0114,SKUI1098,2.0,3,6,31,0.7343,0.5951
U0114,SKUI0886,3.0,2,3,17,0.7821,0.7843
U0114,SKUI1175,3.0,1,2,14,0.7247,0.8087
U0114,SKUI0405,4.0,9,19,8,0.788,0.9113
U0115,SKUI1068,2.0,1,1,12,0.6719,0.7384
U0115,SKUI0813,4.0,1,1,9,0.7987,0.8077
U0115,SKUI0546,3.0,2,2,8,0.763,0.7355
U0115,SKUI0848,4.0,1,6,7,0.8164,0.8497
U0115,SKUI0781,3.0,2,5,9,0.7921,0.6821
U0115,SKUI0712,2.0,3,4,40,0.7213,0.6192
U0115,SKUI0048,4.0,2,10,10,0.8077,0.8359
U0115,SKUI0868,4.0,2,1,5,0.8322,0.8173
U0115,SKUI0872,3.0,3,5,14,0.825,0.7448
U0115,SKUI0363,3.0,3,1,12,0.7383,0.6956
U0116,SKUI0914,2.0,2,1,28,0.6981,0.6166
U0116,SKUI0853,3.0,2,1,14,0.7214,0.7735
U0116,SKUI0375,3.0,2,8,9,0.7081,0.8621
U0116,SKUI0985,2.0,1,7,35,0.6504,0.6316
U0116,SKUI1144,4.0,2,3,9,0.8046,0.8042
U0116,SKUI0948,4.0,2,6,11,0.6996,0.7332
U0116,SKUI0922,3.0,2,5,10,0.8064,0.7191
U0116,SKUI0743,4.0,1,3,7,0.7521,0.8735
U0116,SKUI1124,4.0,1,2,9,0.7836,0.8439
U0116,SKUI0234,2.0,3,4,41,0.6812,0.6158
U0117,SKUI0670,4.0,3,3,7,0.829,0.736
U0117,SKUI0690,3.0,2,7,13,0.786,0.7747
U0117,SKUI0333,4.0,5,12,9,0.7622,0.8143
U0117,SKUI0590,5.0,1,2,2,0.8283,0.7468
U0117,SKUI0455,3.0,3,2,13,0.7873,0.7772
U0117,SKUI0245,2.0,4,4,28,0.7156,0.6493
U0117,SKUI0716,4.0,1,3,13,0.8358,0.7811
U0117,SKUI1147,4.0,2,11,6,0.7323,0.8307
U0117,SKUI0783,4.0,2,2,10,0.8088,0.821
U0117,SKUI0039,2.0,2,3,33,0.7171,0.4965
U0118,SKUI0882,4.0,2,1,10,0.8116,0.7964
U0118,SKUI0585,4.0,2,7,9,0.807,0.8256
U0118,SKUI0101,1.0,1,2,39,0.6933,0.5298
U0118,SKUI0032,3.0,2,3,5,0.8108,0.7178
U0118,SKUI0958,1.0,1,1,25,0.6755,0.5943
U0118,SKUI0363,3.0,4,8,14,0.787,0.7134
U0118,SKUI1179,4.0,3,4,5,0.8206,0.8548
U0118,SKUI0361,3.0,3,7,16,0.6805,0.8455
U0118,SKUI1087,3.0,4,8,28,0.6845,0.5964
U0118,SKUI1188,2.0,1,4,17,0.7232,0.5526
U0119,SKUI0567,4.0,2,9,7,0.7576,0.8035
U0119,SKUI0631,2.0,2,4,30,0.7212,0.6016
U0119,SKUI0258,4.0,3,11,6,0.8314,0.8302
U0119,SKUI0284,4.0,3,7,5,0.7611,0.8649
U0119,SKUI0855,3.0,7,9,10,0.8024,0.7883
U0119,SKUI0466,4.0,4,4,4,0.7853,0.7633
U0119,SKUI0330,1.0,1,1,33,0.7328,0.5383
U0119,SKUI0127,3.0,1,2,12,0.7341,0.7031
U0119,SKUI0738,2.0,2,6,39,0.7331,0.5915
U0119,SKUI0241,4.0,3,3,10,0.7665,0.7949
U0120,SKUI0719,5.0,3,1,5,0.8127,0.823
U0120,SKUI0157,2.0,13,9,28,0.7304,0.6403
U0120,SKUI0812,2.0,1,4,8,0.7419,0.6917
U0120,SKUI0903,3.0,3,2,23,0.743,0.6719
U0120,SKUI0289,2.0,1,1,8,0.7503,0.7162
U0120,SKUI1197,3.0,1,6,11,0.7477,0.6679
U0120,SKUI0192,5.0,1,3,10,0.7697,0.8435
U0120,SKUI1129,2.0,2,4,27,0.671,0.6462
U0120,SKUI0083,3.0,1,2,8,0.7689,0.6732
U0120,SKUI0220,3.0,3,4,9,0.7734,0.6963
U0121,SKUI1140,2.0,6,3,30,0.6845,0.5535
U0121,SKUI0106,2.0,4,1,24,0.6978,0.5757
U0121,SKUI0795,4.0,2,4,9,0.8037,0.7886
U0121,SKUI0550,4.0,2,7,6,0.7835,0.7664
U0121,SKUI1127,3.0,1,2,17,0.7144,0.6604
U0121,SKUI0217,4.0,1,3,3,0.7026,0.7747
U0121,SKUI1042,3.0,4,12,14,0.7716,0.7365
U0121,SKUI1146,4.0,1,6,12,0.7852,0.7853
U0121,SKUI0466,4.0,3,6,8,0.8661,0.7622
U0121,SKUI0946,2.0,2,8,19,0.7066,0.5389
U0122,SKUI0390,3.0,1,7,6,0.7634,0.7455
U0122,SKUI0886,4.0,1,5,8,0.7327,0.8598
U0122,SKUI0279,4.0,3,4,5,0.7896,0.8365
U0122,SKUI0121,2.0,3,4,24,0.7084,0.6184
U0122,SKUI0165,4.0,3,12,10,0.7951,0.7807
U0122,SKUI0494,2.0,2,5,28,0.6562,0.6427
U0122,SKUI0888,2.0,4,5,13,0.7584,0.6456
U0122,SKUI1063,2.0,5,7,31,0.7339,0.555
U0122,SKUI0088,3.0,3,2,7,0.795,0.6871
U0122,SKUI0112,3.0,2,2,12,0.7576,0.7733
U0123,SKUI0132,2.0,2,5,45,0.7013,0.5875
U0123,SKUI0354,4.0,1,4,6,0.7981,0.8007
U0123,SKUI0440,5.0,2,1,2,0.8433,0.725
U0123,SKUI0107,3.0,6,4,25,0.6995,0.6878
U0123,SKUI0006,3.0,1,5,14,0.7644,0.7998
U0123,SKUI0526,4.0,1,2,9,0.7802,0.7342
U0123,SKUI0835,2.0,6,12,28,0.6521,0.536
U0123,SKUI0211,3.0,2,6,13,0.7735,0.6702
U0123,SKUI1080,2.0,4,4,29,0.6758,0.5482
U0123,SKUI0778,4.0,4,3,6,0.8091,0.8296
U0124,SKUI0635,2.0,1,7,37,0.6827,0.6326
U0124,SKUI0171,1.0,1,4,28,0.6742,0.5921
U0124,SKUI1195,4.0,1,5,8,0.7486,0.8795
U0124,SKUI1037,2.0,1,2,26,0.7519,0.5662
U0124,SKUI1067,4.0,1,8,6,0.7383,0.7937
U0124,SKUI1051,4.0,4,4,15,0.8262,0.7131
U0124,SKUI1177,4.0,4,2,8,0.7508,0.8107
U0124,SKUI0026,2.0,3,2,20,0.6952,0.575
U0124,SKUI0098,4.0,1,1,7,0.7871,0.8303
U0124,SKUI0495,4.0,1,2,5,0.7797,0.7565
U0125,SKUI0434,4.0,2,2,14,0.819,0.6894
U0125,SKUI0928,4.0,2,2,7,0.7763,0.8816
U0125,SKUI0345,3.0,3,6,4,0.752,0.7222
U0125,SKUI0666,4.0,2,1,24,0.762,0.613
U0125,SKUI0433,2.0,4,13,21,0.729,0.5728
U0125,SKUI0984,1.0,2,5,24,0.7015,0.5594
U0125,SKUI0614,4.0,1,10,6,0.7941,0.7927
U0125,SKUI0583,3.0,1,8,6,0.8321,0.8087
U0125,SKUI0619,4.0,8,9,6,0.7975,0.8085
U0125,SKUI0624,3.0,1,4,11,0.7293,0.6404
U0126,SKUI0185,2.0,1,6,35,0.6762,0.5619
U0126,SKUI0748,4.0,2,1,6,0.8196,0.8471
U0126,SKUI0564,2.0,1,5,28,0.7153,0.5852
U0126,SKUI0181,3.0,2,4,16,0.7654,0.6942
U0126,SKUI0700,4.0,3,3,5,0.8315,0.8708
U0126,SKUI0448,2.0,7,20,26,0.6758,0.5927
U0126,SKUI0285,4.0,2,5,9,0.7775,0.802
U0126,SKUI0777,2.0,3,2,37,0.6966,0.5607
U0126,SKUI1049,2.0,2,4,25,0.7228,0.5808
U0126,SKUI0755,4.0,1,1,3,0.7934,0.776
U0127,SKUI0484,5.0,3,1,7,0.8143,0.8133
U0127,SKUI0355,3.0,5,6,11,0.7678,0.7297
U0127,SKUI0629,2.0,2,3,32,0.7046,0.5553
U0127,SKUI0577,3.0,3,7,13,0.8059,0.6984
U0127,SKUI0782,4.0,3,1,8,0.7993,0.8277
U0127,SKUI0396,3.0,7,5,26,0.7231,0.5334
U0127,SKUI0286,2.0,1,7,35,0.7303,0.6362
U0127,SKUI0383,2.0,1,4,27,0.6752,0.6313
U0127,SKUI0717,3.0,5,7,12,0.7789,0.6839
U0127,SKUI1108,3.0,3,13,7,0.7703,0.8186
U0128,SKUI0436,4.0,1,2,7,0.7758,0.7229
U0128,SKUI0476,4.0,2,9,11,0.7423,0.7788
U0128,SKUI0583,4.0,2,6,8,0.7904,0.767
U0128,SKUI1024,4.0,2,14,10,0.777,0.6936
U0128,SKUI0651,2.0,9,23,31,0.7613,0.6056
U0128,SKUI0261,2.0,1,3,31,0.7314,0.6086
U0128,SKUI1039,2.0,2,8,33,0.705,0.6665
U0128,SKUI0277,2.0,3,5,33,0.7029,0.6477
U0128,SKUI1027,2.0,4,4,28,0.6908,0.6257
U0128,SKUI0036,3.0,4,4,12,0.7526,0.7478
U0129,SKUI0609,2.0,2,5,33,0.7118,0.5982
U0129,SKUI0210,2.0,3,7,32,0.7566,0.5155
U0129,SKUI0233,4.0,10,15,7,0.7647,0.6628
U0129,SKUI1115,3.0,4,1,11,0.8088,0.6931
U0129,SKUI0319,3.0,2,3,12,0.7194,0.6971
U0129,SKUI0399,3.0,1,7,7,0.7231,0.7055
U0129,SKUI0514,4.0,1,3,10,0.7816,0.8333
U0129,SKUI0336,2.0,2,6,10,0.7687,0.7529
U0129,SKUI0414,3.0,1,3,8,0.735,0.7862
U0129,SKUI0674,2.0,5,4,39,0.6666,0.6199
U0130,SKUI0665,4.0,1,7,10,0.8239,0.8266
U0130,SKUI0861,3.0,2,3,8,0.7972,0.6847
U0130,SKUI0439,4.0,1,8,7,0.7539,0.7812
U0130,SKUI0725,2.0,3,3,21,0.6501,0.5783
U0130,SKUI0146,3.0,3,4,27,0.7158,0.6122
U0130,SKUI0332,4.0,1,8,13,0.7791,0.7447
U0130,SKUI0769,1.0,3,4,36,0.6469,0.5903
U0130,SKUI0867,4.0,7,36,3,0.7883,0.8841
U0130,SKUI0710,2.0,1,4,39,0.7232,0.5883
U0130,SKUI0968,2.0,13,21,25,0.6708,0.5735
U0131,SKUI0499,3.0,1,2,9,0.7642,0.8091
U0131,SKUI0339,4.0,1,3,9,0.8126,0.8001
U0131,SKUI0182,2.0,1,4,34,0.7074,0.5819
U0131,SKUI0714,2.0,3,2,38,0.7063,0.5962
U0131,SKUI0907,2.0,2,4,21,0.6714,0.6499
U0131,SKUI0627,2.0,5,8,38,0.7081,0.5898
U0131,SKUI0321,3.0,1,2,15,0.7979,0.838
U0131,SKUI0036,3.0,1,5,10,0.783,0.7163
U0131,SKUI0480,4.0,6,5,4,0.7745,0.7256
U0131,SKUI0368,2.0,1,3,31,0.7389,0.5462
U0132,SKUI0355,3.0,1,4,11,0.8123,0.6381
U0132,SKUI0186,3.0,1,3,16,0.8196,0.7403
U0132,SKUI0303,2.0,1,3,31,0.6876,0.4965
U0132,SKUI1168,3.0,2,1,7,0.7737,0.7289
U0132,SKUI0855,4.0,8,11,3,0.7532,0.7818
U0132,SKUI0517,3.0,6,5,3,0.8211,0.7375
U0132,SKUI0449,4.0,1,4,8,0.8347,0.7258
U0132,SKUI0608,2.0,4,16,26,0.7462,0.6585
U0132,SKUI0273,2.0,3,6,35,0.6925,0.602
U0132,SKUI0075,4.0,3,9,3,0.7923,0.7431
U0133,SKUI0585,4.0,1,15,10,0.8051,0.8108
U0133,SKUI0880,3.0,7,5,10,0.7619,0.6354
U0133,SKUI0190,3.0,3,4,18,0.7743,0.627
U0133,SKUI0360,1.0,1,1,36,0.683,0.6467
U0133,SKUI0945,4.0,2,10,11,0.801,0.8434
U0133,SKUI0811,3.0,1,4,9,0.7834,0.749
U0133,SKUI0782,4.0,1,4,5,0.7733,0.7681
U0133,SKUI0187,3.0,3,8,9,0.7505,0.8445
U0133,SKUI0288,3.0,1,2,15,0.6892,0.7833
U0133,SKUI0338,1.0,1,2,38,0.6181,0.5229
U0134,SKUI0714,2.0,3,3,25,0.7494,0.5734
U0134,SKUI0018,4.0,1,9,12,0.7818,0.7832
U0134,SKUI0051,3.0,1,2,12,0.7255,0.7692
U0134,SKUI0887,4.0,5,8,12,0.794,0.7432
U0134,SKUI0039,2.0,2,6,28,0.7042,0.5943
U0134,SKUI1025,3.0,4,10,10,0.7744,0.7402
U0134,SKUI0820,3.0,1,1,7,0.696,0.7338
U0134,SKUI0941,2.0,3,6,47,0.7149,0.6317
U0134,SKUI0649,4.0,5,10,6,0.8473,0.8336
U0134,SKUI0197,4.0,4,11,11,0.7953,0.6995
U0135,SKUI0510,2.0,1,3,30,0.7484,0.602
U0135,SKUI0761,3.0,1,2,12,0.7978,0.6594
U0135,SKUI0287,4.0,2,9,12,0.8022,0.8127
U0135,SKUI0673,4.0,2,6,7,0.7838,0.819
U0135,SKUI0519,3.0,2,5,5,0.7758,0.7275
U0135,SKUI0291,3.0,2,8,5,0.7499,0.7212
U0135,SKUI1083,2.0,2,3,29,0.7399,0.6137
U0135,SKUI0819,1.0,2,2,36,0.7018,0.5055
U0135,SKUI1125,3.0,1,5,11,0.7331,0.7433
U0135,SKUI0681,4.0,1,5,6,0.7881,0.9267
U0136,SKUI0162,4.0,1,4,11,0.764,0.7739
U0136,SKUI0603,2.0,1,7,13,0.7607,0.6583
U0136,SKUI0224,1.0,1,3,38,0.719,0.516
U0136,SKUI0025,2.0,1,4,24,0.7345,0.5641
U0136,SKUI0307,3.0,1,3,12,0.7699,0.7689
U0136,SKUI0779,1.0,1,2,32,0.6022,0.5408
U0136,SKUI0750,4.0,3,8,5,0.8057,0.7426
